,ProQ2D,ProQRosCenD,ProQRosFAD,ProQ3D
3TJ3_A_5K9S_A_1_5,0.670979,0.664387,0.877821,0.655844
3TJ3_A_5TBK_A_3_2,0.6672560000000001,0.651754,0.870717,0.648594
3TJ3_A_5K9S_A_1_2,0.6586770000000001,0.6597029999999999,0.8919020000000001,0.643836
3TJ3_A_5TBK_A_3_5,0.65765,0.6597609999999999,0.858116,0.645031
3TJ3_A_6SA6_A_3_4,0.316824,0.42484799999999995,0.465859,0.38122
3TJ3_A_1BK5_A_1_2,0.671542,0.736701,0.925851,0.6743239999999999
3TJ3_A_7JJL_A_3_2,0.634734,0.6358689999999999,0.849224,0.599757
3TJ3_A_3WPT_A_1_1,0.653382,0.614685,0.8680549999999999,0.6304310000000001
3TJ3_A_5T94_B_2_4,0.680307,0.742455,0.9023059999999999,0.654317
3TJ3_A_5T94_B_2_3,0.672401,0.7453569999999999,0.901856,0.636421
3TJ3_A_1WA5_B_2_1,0.654602,0.731309,0.900015,0.661622
3TJ3_A_1UN0_A_2_3,0.675006,0.7322810000000001,0.909693,0.668273
3TJ3_A_4V3R_A_2_2,0.325662,0.458583,0.49835100000000004,0.380735
3TJ3_A_4B8J_A_1_1,0.680163,0.717011,0.9214110000000001,0.665384
3TJ3_A_7JJL_A_3_1,0.638117,0.6379859999999999,0.849834,0.5787979999999999
3TJ3_A_4PVZ_A_2_5,0.677437,0.713592,0.917643,0.662762
3TJ3_A_7JJL_A_3_3,0.6442829999999999,0.601825,0.840966,0.607074
3TJ3_A_6KBN_A_2_5,0.46901000000000004,0.42439399999999994,0.625058,0.44478500000000004
3TJ3_A_5H2W_A_1_5,0.682309,0.733342,0.9165,0.6692
3TJ3_A_1BK5_A_2_1,0.661255,0.6973229999999999,0.9095409999999999,0.657429
3TJ3_A_5H2W_A_2_2,0.678595,0.734165,0.910591,0.656671
3TJ3_A_3WPT_A_1_3,0.658561,0.640127,0.8726459999999999,0.642108
3TJ3_A_1EE4_A_3_2,0.6475920000000001,0.706762,0.9037629999999999,0.6726800000000001
3TJ3_A_4UAD_A_1_1,0.6815829999999999,0.724432,0.9307629999999999,0.679899
3TJ3_A_4BA3_A_3_5,0.656708,0.6415109999999999,0.886481,0.6342220000000001
3TJ3_A_6SA8_A_1_1,0.44095100000000004,0.493014,0.652424,0.5305449999999999
3TJ3_A_5K9S_A_1_1,0.6597890000000001,0.667158,0.877439,0.649411
3TJ3_A_6SA8_A_2_4,0.43817399999999995,0.42344799999999994,0.637822,0.46991400000000005
3TJ3_A_4TNM_A_2_4,0.649907,0.683359,0.861157,0.619312
3TJ3_A_4R0Z_A_3_4,0.403248,0.373427,0.591121,0.419343
3TJ3_A_4TNM_A_2_2,0.665926,0.692445,0.8764959999999999,0.631682
3TJ3_A_5TBK_A_3_1,0.663409,0.6517109999999999,0.8544809999999999,0.6412760000000001
3TJ3_A_3OQS_A_3_5,0.668812,0.678279,0.902228,0.647267
3TJ3_A_6SA6_A_3_3,0.315741,0.43239700000000003,0.476033,0.392572
3TJ3_A_6S9L_A_2_2,0.326598,0.439659,0.530913,0.395886
3TJ3_A_5K9S_A_3_5,0.677517,0.673991,0.890408,0.653562
3TJ3_A_4BPL_A_1_4,0.69839,0.767069,0.934356,0.672976
3TJ3_A_5K9S_A_3_4,0.668041,0.648223,0.8860040000000001,0.657688
3TJ3_A_6KBN_A_2_2,0.44684399999999996,0.40874099999999997,0.622161,0.44375699999999996
3TJ3_A_6SA8_A_2_2,0.457099,0.431428,0.617482,0.489367
3TJ3_A_4BPL_A_1_2,0.6957760000000001,0.761259,0.927477,0.679422
3TJ3_A_4TNM_A_1_1,0.652913,0.697448,0.8679889999999999,0.633551
3TJ3_A_6SA8_A_1_3,0.44779399999999997,0.473289,0.6301859999999999,0.486439
3TJ3_A_4XZR_B_3_3,0.6763600000000001,0.769652,0.915518,0.66965
3TJ3_A_4BQK_B_1_5,0.695973,0.693982,0.9184540000000001,0.686113
3TJ3_A_4UAE_A_1_1,0.618462,0.583991,0.8512190000000001,0.593209
3TJ3_A_6S9L_A_2_3,0.32610500000000003,0.48466400000000004,0.5234880000000001,0.400279
3TJ3_A_1BK5_A_2_3,0.6650510000000001,0.730827,0.9170209999999999,0.6661060000000001
3TJ3_A_6SA8_A_2_3,0.4544,0.466504,0.635488,0.46887799999999996
3TJ3_A_4RV1_A_2_5,0.647133,0.62049,0.8502549999999999,0.600221
3TJ3_A_1UN0_A_2_4,0.66805,0.7548239999999999,0.9076110000000001,0.6682939999999999
3TJ3_A_2C1T_A_2_5,0.6730109999999999,0.7369359999999999,0.9101889999999999,0.6638229999999999
3TJ3_A_4BQK_A_1_1,0.696283,0.726544,0.921048,0.679797
3TJ3_A_3BCT_A_2_5,0.45358100000000007,0.402588,0.5650850000000001,0.432708
3TJ3_A_4RXH_B_3_2,0.666423,0.72515,0.905645,0.667107
3TJ3_A_4V3R_A_2_3,0.317551,0.474175,0.49541999999999997,0.392284
3TJ3_A_6BVV_A_3_2,0.6558229999999999,0.61466,0.8752479999999999,0.646103
3TJ3_A_5T94_B_2_1,0.659259,0.72641,0.895595,0.629888
3TJ3_A_3WPT_A_1_2,0.656292,0.642845,0.882386,0.646088
3TJ3_A_4B8J_A_1_3,0.693773,0.738034,0.928233,0.682298
3TJ3_A_4TNM_A_1_2,0.665926,0.692445,0.8764959999999999,0.631682
3TJ3_A_5MFM_A_1_5,0.355674,0.466704,0.59096,0.41701400000000005
3TJ3_A_5K9S_A_1_3,0.6669,0.654798,0.888833,0.6604869999999999
3TJ3_A_4UAE_A_1_3,0.612038,0.560398,0.841994,0.598916
3TJ3_A_4XZR_B_3_4,0.650575,0.7129939999999999,0.889702,0.6443840000000001
3TJ3_A_1BK5_A_1_4,0.6629689999999999,0.734761,0.9160969999999999,0.666914
3TJ3_A_1EE4_A_3_1,0.6801119999999999,0.747142,0.919798,0.681557
3TJ3_A_4R0Z_A_3_2,0.431263,0.422654,0.612531,0.42695600000000006
3TJ3_A_4BQK_A_1_2,0.6825479999999999,0.733056,0.923477,0.672363
3TJ3_A_1EE5_A_3_4,0.678126,0.6926260000000001,0.897159,0.657755
3TJ3_A_4BA3_A_3_1,0.667187,0.647995,0.892409,0.622264
3TJ3_A_4BA3_A_3_4,0.659791,0.6537689999999999,0.8941450000000001,0.6318189999999999
3TJ3_A_3OQS_A_3_2,0.65778,0.662647,0.903683,0.6572359999999999
3TJ3_A_4BPL_A_1_5,0.694218,0.758704,0.926007,0.669098
3TJ3_A_1EE5_A_3_5,0.6804479999999999,0.7360479999999999,0.905443,0.6661590000000001
3TJ3_A_1BK5_A_1_1,0.659992,0.704903,0.90375,0.6561779999999999
3TJ3_A_4PVZ_A_2_1,0.6767989999999999,0.732612,0.9112520000000001,0.662319
3TJ3_A_5MFM_A_1_3,0.376546,0.477083,0.58196,0.43246999999999997
3TJ3_A_3L6X_A_3_5,0.41821400000000003,0.37869200000000003,0.543917,0.43683299999999997
3TJ3_A_4RXH_B_3_3,0.672573,0.709431,0.9103620000000001,0.6661229999999999
3TJ3_A_4BQK_B_1_2,0.695338,0.72319,0.921193,0.697446
3TJ3_A_5H2W_A_1_4,0.683349,0.742019,0.920316,0.673904
3TJ3_A_4PVZ_A_2_4,0.681948,0.7318140000000001,0.9119649999999999,0.661105
3TJ3_A_4TNM_A_2_5,0.684141,0.732792,0.8821459999999999,0.650909
3TJ3_A_4RV1_A_2_2,0.607693,0.596797,0.80488,0.57268
3TJ3_A_4RXH_B_1_3,0.675712,0.718318,0.906637,0.66146
3TJ3_A_6S9L_A_2_4,0.317496,0.427514,0.52925,0.38364499999999996
3TJ3_A_4R0Z_A_3_3,0.42338400000000004,0.414578,0.537705,0.42410200000000003
3TJ3_A_4V3R_A_2_5,0.311204,0.472434,0.5029279999999999,0.390762
3TJ3_A_1BK6_A_1_3,0.675679,0.6911609999999999,0.8940040000000001,0.6517890000000001
3TJ3_A_5H2W_A_1_1,0.6640560000000001,0.732867,0.9105690000000001,0.657321
3TJ3_A_1EE5_A_3_3,0.691339,0.739186,0.9128879999999999,0.662783
3TJ3_A_6BVV_A_3_5,0.654972,0.619924,0.861867,0.635518
3TJ3_A_3WPT_A_1_4,0.652659,0.636857,0.871927,0.637026
3TJ3_A_5TBK_A_3_3,0.65614,0.65335,0.8541559999999999,0.6594180000000001
3TJ3_A_6SA6_A_3_2,0.31560900000000003,0.466582,0.48594499999999996,0.387658
3TJ3_A_4RXH_B_2_2,0.6688069999999999,0.729479,0.90814,0.65837
3TJ3_A_6BVV_A_3_3,0.656717,0.620849,0.8750629999999999,0.632958
3TJ3_A_6SA6_A_3_1,0.313417,0.449387,0.381339,0.364616
3TJ3_A_7JJL_A_3_4,0.640845,0.6164189999999999,0.847403,0.615865
3TJ3_A_4BQK_B_1_1,0.697224,0.723252,0.9204389999999999,0.694457
3TJ3_A_4RV1_A_2_3,0.631787,0.62773,0.81199,0.6022930000000001
3TJ3_A_6SA8_A_2_5,0.45633999999999997,0.45843500000000004,0.643932,0.49780399999999997
3TJ3_A_3BCT_A_2_4,0.426271,0.401564,0.5428810000000001,0.420929
3TJ3_A_4BQK_B_1_4,0.698819,0.733379,0.924902,0.6952229999999999
3TJ3_A_4UAD_A_1_5,0.671624,0.7082189999999999,0.928408,0.668571
3TJ3_A_1UN0_A_2_2,0.6845479999999999,0.733003,0.906875,0.67094
3TJ3_A_3OQS_A_3_4,0.67108,0.660521,0.8891889999999999,0.643193
3TJ3_A_6SA8_A_1_4,0.433029,0.47627600000000003,0.653751,0.49333599999999994
3TJ3_A_4RV1_A_2_4,0.613911,0.5977359999999999,0.80179,0.565797
3TJ3_A_4BQK_A_1_4,0.697697,0.733121,0.923259,0.681754
3TJ3_A_3OQS_A_3_1,0.6586529999999999,0.667525,0.8981979999999999,0.640467
3TJ3_A_5K9S_A_3_2,0.667937,0.646239,0.8931479999999999,0.65364
3TJ3_A_1BK5_A_1_5,0.6585,0.702906,0.908172,0.667208
3TJ3_A_1BK6_A_2_2,0.683469,0.720258,0.896768,0.6520239999999999
3TJ3_A_5K9S_A_3_3,0.667026,0.657101,0.889368,0.654784
3TJ3_A_5H2W_A_2_1,0.6770189999999999,0.7565850000000001,0.917852,0.66387
3TJ3_A_4PVZ_A_2_2,0.673201,0.71972,0.9072520000000001,0.658478
1AZ5_A_2FDE_A_3_3,0.409541,0.560301,0.866559,0.679747
1AZ5_A_3D3T_A_3_4,0.37014600000000003,0.586356,0.858669,0.6565850000000001
1AZ5_A_1HII_A_1_1,0.40281500000000003,0.55537,0.8790959999999999,0.619965
1AZ5_A_3D3T_A_3_3,0.42125100000000004,0.5494060000000001,0.877167,0.679906
1AZ5_A_1AID_A_3_2,0.378631,0.598508,0.839572,0.647861
1AZ5_A_1HVS_A_3_4,0.42735100000000004,0.559076,0.846751,0.67575
1AZ5_A_1KZK_A_2_3,0.441035,0.542172,0.851259,0.66875
1AZ5_A_2FDD_A_1_5,0.418109,0.550474,0.8713770000000001,0.6969569999999999
1AZ5_A_1BDL_A_1_4,0.370557,0.565639,0.863516,0.649466
1AZ5_A_1HVS_A_3_2,0.360174,0.553168,0.877856,0.683467
1AZ5_A_3TTP_A_3_4,0.348356,0.5439,0.856815,0.684565
1AZ5_A_2FDE_A_3_5,0.42622,0.555542,0.856225,0.6969270000000001
1AZ5_A_3TTP_A_3_2,0.413029,0.555701,0.8679180000000001,0.648694
1AZ5_A_6OOS_A_2_4,0.399899,0.550017,0.870445,0.680416
1AZ5_A_3LZS_A_1_1,0.418783,0.543255,0.864658,0.668411
1AZ5_A_3PJ6_A_2_4,0.370788,0.550339,0.867878,0.712717
1AZ5_A_6DH0_A_3_1,0.39900599999999997,0.5795600000000001,0.867715,0.6649579999999999
1AZ5_A_3IXO_A_3_5,0.374952,0.54897,0.8633200000000001,0.694342
1AZ5_A_3PJ6_A_2_5,0.429379,0.547747,0.881343,0.73488
1AZ5_A_3TTP_A_3_3,0.403621,0.525452,0.8537459999999999,0.670354
4EQF_A_3R9A_B_1_2,0.595091,0.727908,0.829282,0.698629
4EQF_A_1FCH_A_2_5,0.611544,0.7758149999999999,0.864972,0.732529
4EQF_A_1FCH_A_3_5,0.611544,0.7758149999999999,0.864972,0.732529
4EQF_A_2C0L_A_1_2,0.578401,0.732398,0.8146399999999999,0.6988800000000001
4EQF_A_5A31_F_3_1,0.36489099999999997,0.39146,0.44068999999999997,0.42829700000000004
4EQF_A_1FCH_A_1_1,0.59613,0.71906,0.839108,0.731997
4EQF_A_2C0L_A_3_4,0.560917,0.7117640000000001,0.819449,0.69996
4EQF_A_1FCH_A_3_1,0.59613,0.71906,0.839108,0.731997
4EQF_A_2C0L_A_2_3,0.560811,0.73949,0.818487,0.703711
4EQF_A_5A31_C_3_5,0.388277,0.32088099999999997,0.49188999999999994,0.406695
4EQF_A_1FCH_A_1_5,0.611544,0.7758149999999999,0.864972,0.732529
4EQF_A_2C0L_A_1_4,0.5572630000000001,0.712436,0.8192799999999999,0.6997479999999999
4EQF_A_2C0L_A_1_1,0.551285,0.7072229999999999,0.82242,0.700354
2WP2_B_5TWX_A_3_1,0.49887200000000004,0.50149,0.61526,0.5914010000000001
2WP2_B_1E6I_A_2_4,0.43269300000000005,0.472847,0.524108,0.533758
2WP2_B_4LR6_A_3_5,0.599073,0.598035,0.859319,0.7435069999999999
2WP2_B_2G4A_A_1_1,0.39665300000000003,0.533633,0.55945,0.500513
2WP2_B_5TWX_A_3_5,0.500973,0.500518,0.596179,0.573329
2WP2_B_3O33_A_3_3,0.495644,0.563444,0.691754,0.6341600000000001
2WP2_B_6IET_A_3_5,0.493201,0.5888100000000001,0.586649,0.558516
2WP2_B_6J3O_A_2_5,0.427911,0.5192220000000001,0.550086,0.631109
2WP2_B_2WP1_A_1_2,0.598467,0.730302,0.754463,0.684723
2WP2_B_5TWX_A_3_3,0.528997,0.582577,0.692357,0.625588
2WP2_B_4LZ2_A_2_5,0.5098060000000001,0.45784899999999995,0.698847,0.67379
2WP2_B_5N13_A_2_3,0.506728,0.5493979999999999,0.612912,0.662787
2WP2_B_4YYM_A_3_5,0.519354,0.46711400000000003,0.650656,0.61837
2WP2_B_4YYM_A_3_1,0.518897,0.456408,0.617676,0.597441
2WP2_B_6ULP_A_1_2,0.612088,0.670383,0.867268,0.699522
2WP2_B_5N15_A_3_3,0.5627270000000001,0.603917,0.796214,0.711034
2WP2_B_6J3P_A_2_3,0.498141,0.494123,0.583029,0.619629
2WP2_B_6SW3_A_2_4,0.526533,0.621042,0.719842,0.692103
2WP2_B_4LR6_A_3_2,0.586568,0.543592,0.816218,0.74132
2WP2_B_3O33_A_3_4,0.495062,0.552616,0.506551,0.563955
2WP2_B_5N13_A_2_5,0.549438,0.636526,0.751332,0.714026
2WP2_B_5FG6_A_3_3,0.437645,0.468308,0.534134,0.5815170000000001
2WP2_B_5MR8_A_3_1,0.569354,0.5434100000000001,0.7053159999999999,0.650513
2WP2_B_3QZS_A_2_4,0.5109899999999999,0.579073,0.599416,0.664842
2WP2_B_4Z93_A_1_3,0.468199,0.44033199999999995,0.605272,0.58612
2WP2_B_6ULP_A_1_1,0.558668,0.642383,0.722504,0.650614
2WP2_B_6J3O_A_2_3,0.47655200000000003,0.598302,0.57084,0.6465770000000001
2WP2_B_6SW3_A_2_2,0.565051,0.647111,0.765446,0.674823
2WP2_B_6TQ1_AAA_2_5,0.6056,0.5991350000000001,0.8769,0.755292
2WP2_B_5UIY_A_3_2,0.553284,0.6066590000000001,0.805388,0.6902159999999999
2WP2_B_5N15_A_3_2,0.586338,0.6471600000000001,0.8532620000000001,0.736155
2WP2_B_6ULP_A_1_5,0.5859439999999999,0.724332,0.80552,0.682954
2WP2_B_4Z93_A_1_1,0.5179779999999999,0.609599,0.661145,0.606221
2WP2_B_6J3O_A_2_2,0.481781,0.500997,0.602875,0.624196
2WP2_B_6WW8_A_2_2,0.60151,0.584662,0.832469,0.746484
2WP2_B_6IET_A_3_1,0.494447,0.620885,0.609108,0.601245
2WP2_B_2WP1_A_1_4,0.6043569999999999,0.7200989999999999,0.835715,0.70313
2WP2_B_5MR8_A_3_2,0.50025,0.589592,0.712707,0.621819
2WP2_B_4LZ2_A_2_2,0.527929,0.578505,0.750783,0.705155
2WP2_B_5N13_A_2_2,0.509372,0.49527200000000005,0.575307,0.6477470000000001
2WP2_B_5MR8_A_3_4,0.489533,0.592746,0.714387,0.5915590000000001
2WP2_B_4YYM_A_3_2,0.508483,0.476418,0.652555,0.624775
2WP2_B_4LR6_A_3_3,0.6151310000000001,0.530636,0.838334,0.761221
2WP2_B_2DWW_A_2_3,0.49434399999999995,0.53301,0.603614,0.566364
2WP2_B_1E6I_A_2_3,0.446432,0.471264,0.556816,0.5502279999999999
2WP2_B_6SW3_A_2_3,0.516966,0.638674,0.656554,0.659229
2WP2_B_4QZS_A_1_5,0.5525800000000001,0.496968,0.6679729999999999,0.693285
2WP2_B_6ULP_A_1_4,0.586268,0.615318,0.775667,0.676389
2WP2_B_5UIY_A_3_4,0.58116,0.64568,0.759079,0.677353
2WP2_B_2RFJ_A_1_4,0.583017,0.67177,0.808845,0.722865
2WP2_B_3QZS_A_2_2,0.471207,0.532319,0.6061489999999999,0.641796
2WP2_B_4Z93_A_1_2,0.444903,0.537601,0.6579229999999999,0.584579
2WP2_B_4LZ2_A_2_3,0.538637,0.492279,0.772519,0.740722
2WP2_B_1E6I_A_2_1,0.428034,0.464351,0.45240600000000003,0.486392
2WP2_B_6J3O_A_2_4,0.46119,0.5287109999999999,0.508935,0.570918
2WP2_B_5MR8_A_3_3,0.529623,0.6760609999999999,0.712551,0.6509699999999999
2WP2_B_6SW3_A_2_5,0.57594,0.6989770000000001,0.765133,0.732067
2WP2_B_2WP1_A_1_1,0.6158020000000001,0.690156,0.795682,0.698072
2WP2_B_4LZ2_A_2_4,0.5388229999999999,0.5474140000000001,0.728495,0.697555
2WP2_B_5COI_A_3_1,0.619608,0.56286,0.841087,0.746402
2WP2_B_5PB7_A_3_3,0.504632,0.5758909999999999,0.6681090000000001,0.641108
2WP2_B_3AQA_A_1_5,0.569475,0.5025729999999999,0.7137939999999999,0.652922
2WP2_B_4LZ2_A_2_1,0.519616,0.508912,0.696962,0.673341
2WP2_B_5PB7_A_3_2,0.45539399999999997,0.619644,0.63617,0.626653
2WP2_B_6SW3_A_2_1,0.568048,0.65508,0.789185,0.739689
2WP2_B_5FG6_A_3_1,0.383739,0.44753699999999996,0.473149,0.536362
2WP2_B_6J3P_A_2_5,0.450834,0.5135609999999999,0.51062,0.585208
2WP2_B_3Q2E_A_3_5,0.54099,0.65183,0.708204,0.6727029999999999
2WP2_B_1E6I_A_2_2,0.461334,0.49441499999999994,0.49315,0.506231
2WP2_B_2G4A_A_1_2,0.349694,0.40999300000000005,0.447205,0.41473000000000004
2WP2_B_6J3P_A_2_2,0.49091999999999997,0.520713,0.587996,0.641029
2WP2_B_2RFJ_A_1_3,0.573217,0.682081,0.7854909999999999,0.7247239999999999
2WP2_B_2G4A_A_1_5,0.41176999999999997,0.5009899999999999,0.45094799999999996,0.49014399999999997
2WP2_B_3QZS_A_2_3,0.516926,0.594059,0.642842,0.6499050000000001
2WP2_B_6J3P_A_2_1,0.467896,0.5667270000000001,0.599619,0.645692
2WP2_B_4QZS_A_1_4,0.470945,0.478017,0.610055,0.622602
2WP2_B_6VIW_A_1_3,0.6021449999999999,0.5768989999999999,0.829291,0.7423310000000001
2WP2_B_6IET_A_3_3,0.48066400000000004,0.47506899999999996,0.623858,0.604741
2WP2_B_3AQA_A_1_4,0.506153,0.450921,0.719238,0.58794
2WP2_B_5U2E_A_1_4,0.631799,0.6491439999999999,0.8931969999999999,0.765133
2WP2_B_3O33_A_3_2,0.500282,0.6024520000000001,0.656367,0.629054
2WP2_B_2DWW_A_2_4,0.408882,0.41297399999999995,0.56719,0.46440699999999996
2WP2_B_5PB7_A_3_4,0.449326,0.657435,0.6390819999999999,0.590655
2WP2_B_5MR8_A_3_5,0.485331,0.530812,0.6679999999999999,0.622035
2WP2_B_5UIY_A_3_3,0.57108,0.627586,0.7232770000000001,0.6674869999999999
2WP2_B_5PB7_A_3_1,0.403238,0.49546899999999994,0.5719920000000001,0.556131
2WP2_B_6IET_A_3_2,0.470138,0.530292,0.635126,0.6118520000000001
2WP2_B_3Q2E_A_3_3,0.494594,0.640417,0.623274,0.6419739999999999
2WP2_B_5N15_A_3_4,0.599043,0.618816,0.793929,0.709753
2WP2_B_4QZS_A_1_1,0.526562,0.46424399999999993,0.690821,0.671198
2WP2_B_4Z93_A_1_5,0.449597,0.50348,0.54918,0.560134
2WP2_B_2WP1_A_1_5,0.620055,0.6611560000000001,0.754555,0.687996
2WP2_B_5COI_A_3_4,0.6157699999999999,0.620258,0.8593459999999999,0.758454
2WP2_B_5DX4_A_3_5,0.660288,0.6935899999999999,0.903302,0.770983
2WP2_B_6GYT_B_2_2,0.555537,0.6113310000000001,0.694134,0.661209
2WP2_B_2WP1_A_1_3,0.618945,0.71296,0.857441,0.693446
2WP2_B_3QZS_A_2_1,0.49740200000000007,0.575741,0.6212479999999999,0.666696
2WP2_B_6GYT_B_2_3,0.532423,0.671281,0.6300819999999999,0.667246
2WP2_B_2DWW_A_2_5,0.545925,0.650574,0.639021,0.583142
2WP2_B_6J3P_A_2_4,0.455679,0.541646,0.584584,0.650536
2WP2_B_5VOM_A_3_5,0.601883,0.610937,0.8636870000000001,0.755864
2WP2_B_5ML0_A_2_5,0.531663,0.60364,0.685844,0.6507430000000001
2WP2_B_4KCX_A_1_4,0.591569,0.622251,0.777058,0.711572
2WP2_B_5N15_A_3_1,0.581295,0.621927,0.8221649999999999,0.723402
2WP2_B_5VBQ_A_1_3,0.6306430000000001,0.7226090000000001,0.883144,0.763203
2WP2_B_2DWW_A_2_1,0.47927299999999995,0.5926819999999999,0.70473,0.47568599999999994
2WP2_B_4LYW_A_1_2,0.600364,0.5715210000000001,0.841175,0.7452270000000001
2WP2_B_4QZS_A_1_3,0.515029,0.426213,0.6515920000000001,0.663697
2WP2_B_5UIY_A_3_5,0.568814,0.657179,0.767405,0.7052189999999999
2WP2_B_1E6I_A_2_5,0.43076499999999995,0.5187470000000001,0.558972,0.5641149999999999
2WP2_B_4QZS_A_1_2,0.5333680000000001,0.6150720000000001,0.720775,0.663644
2WP2_B_5COI_A_3_3,0.62998,0.595094,0.8556290000000001,0.752462
2WP2_B_5FG6_A_3_4,0.420458,0.4875,0.536724,0.57953
2WP2_B_6GYT_B_2_5,0.548424,0.63438,0.6901,0.682025
2WP2_B_5DX4_A_3_2,0.66075,0.629627,0.895777,0.789849
2WP2_B_6J3O_A_2_1,0.5010899999999999,0.5540930000000001,0.627604,0.670397
2WP2_B_2G4A_A_1_4,0.36649499999999996,0.387044,0.439496,0.42676499999999995
2WP2_B_6ULP_A_1_3,0.6235310000000001,0.661013,0.8484510000000001,0.7340300000000001
2WP2_B_4LR6_A_3_1,0.555181,0.5327810000000001,0.818399,0.706047
2WP2_B_5N13_A_2_4,0.575436,0.633994,0.729105,0.7221890000000001
2WP2_B_5N13_A_2_1,0.46351899999999996,0.511256,0.566389,0.616275
2WP2_B_6IET_A_3_4,0.489231,0.533302,0.609963,0.667215
2WP2_B_5ML0_A_2_1,0.496547,0.596514,0.653673,0.6575439999999999
2WP2_B_4YYM_A_3_3,0.542604,0.505011,0.619271,0.631269
2WP2_B_2RFJ_A_1_2,0.570473,0.615139,0.7753220000000001,0.737433
2WP2_B_3JVJ_A_1_3,0.602479,0.5685399999999999,0.831149,0.767752
2WP2_B_3QZS_A_2_5,0.47001800000000005,0.582659,0.595197,0.66115
2WP2_B_5TWX_A_3_2,0.535968,0.510544,0.635624,0.635882
2WP2_B_5ML0_A_2_3,0.51068,0.542451,0.5748489999999999,0.634145
2WP2_B_4Z93_A_1_4,0.459613,0.505095,0.570136,0.573673
2WP2_B_5COI_A_3_5,0.596571,0.576987,0.852426,0.739265
2WP2_B_3Q2E_A_3_2,0.5203369999999999,0.692191,0.714776,0.671772
2WP2_B_3O33_A_3_1,0.50645,0.554308,0.679913,0.627147
2WP2_B_2NXB_A_1_5,0.576084,0.6127090000000001,0.815751,0.713216
2WP2_B_2RFJ_A_1_1,0.585383,0.725739,0.846306,0.761739
2WP2_B_2RFJ_A_1_5,0.590685,0.665989,0.774816,0.7295149999999999
2WP2_B_2G4A_A_1_3,0.43099399999999993,0.552251,0.46711099999999994,0.505206
2WP2_B_5ML0_A_2_2,0.537963,0.561728,0.628998,0.6791699999999999
2WP2_B_4KCX_A_1_2,0.592337,0.606676,0.77561,0.714519
2WP2_B_2DWW_A_2_2,0.570972,0.671533,0.728441,0.608229
2WP2_B_6GYT_B_2_1,0.556243,0.678262,0.719609,0.679442
2WP2_B_5ML0_A_2_4,0.514035,0.628387,0.719771,0.661304
2WP2_B_4LYW_A_1_1,0.610869,0.5389390000000001,0.8425290000000001,0.7536689999999999
2WP2_B_5FG6_A_3_2,0.46426999999999996,0.481969,0.543732,0.650313
2WP2_B_5UIY_A_3_1,0.523948,0.6032529999999999,0.7536579999999999,0.657507
2WP2_B_5TWX_A_3_4,0.515558,0.530057,0.66286,0.6420170000000001
2WP2_B_3Q2E_A_3_1,0.563863,0.67009,0.667265,0.654571
2WP2_B_3O33_A_3_5,0.5068050000000001,0.608065,0.7070000000000001,0.62329
2WP2_B_5FG6_A_3_5,0.384905,0.37467399999999995,0.42699499999999996,0.48808100000000004
2WP2_B_5N15_A_3_5,0.57329,0.5106390000000001,0.746592,0.688866
1IRU_I_1G0U_H_1_3,0.469836,0.635468,0.833349,0.714371
1IRU_I_3JCO_7_2_3,0.393309,0.659564,0.693485,0.649814
1IRU_I_6Z46_H_3_5,0.41408,0.605208,0.712448,0.565444
1IRU_I_3H4P_A_3_2,0.41739799999999994,0.5804739999999999,0.697184,0.534764
1IRU_I_5L5W_K_3_5,0.412926,0.634567,0.81112,0.696591
1IRU_I_5CGF_K_3_3,0.427655,0.6343770000000001,0.795415,0.700512
1IRU_I_6Z46_H_3_4,0.405409,0.598488,0.672246,0.513062
1IRU_I_3UNF_H_1_3,0.456029,0.625105,0.831809,0.697479
1IRU_I_5VFO_N_1_1,0.426504,0.60229,0.721106,0.54651
1IRU_I_1G0U_H_1_4,0.47424799999999995,0.632162,0.831024,0.7155819999999999
1IRU_I_6HV3_H_1_5,0.474204,0.6250180000000001,0.833957,0.715914
1IRU_I_5FG7_H_2_1,0.455621,0.627087,0.8253159999999999,0.7017800000000001
1IRU_I_5L5B_K_3_3,0.444758,0.635815,0.822471,0.702624
1IRU_I_6EPC_5_2_4,0.227744,0.145948,0.355991,0.267778
1IRU_I_5FG7_H_2_2,0.464292,0.621782,0.803481,0.6756850000000001
1IRU_I_6QM7_I_2_3,0.43358100000000005,0.630916,0.824297,0.6896329999999999
1IRU_I_5FG9_H_1_4,0.454046,0.6081439999999999,0.81037,0.7071430000000001
1IRU_I_6QM7_I_2_1,0.441197,0.646451,0.823714,0.675401
1IRU_I_6TD5_I_3_2,0.46243100000000004,0.6282840000000001,0.793696,0.64972
1IRU_I_4YA1_H_2_4,0.450978,0.6062350000000001,0.831046,0.710004
1IRU_I_6QM7_B_3_1,0.38728,0.605541,0.744786,0.5636329999999999
1IRU_I_5FMG_I_2_2,0.450863,0.653866,0.727283,0.615647
1IRU_I_5L65_K_3_3,0.441366,0.600761,0.799153,0.71559
1IRU_I_3JCO_4_1_4,0.450266,0.6224970000000001,0.789076,0.698962
1IRU_I_1PMA_1_3_4,0.429093,0.625502,0.807607,0.674313
1IRU_I_3H4P_a_3_5,0.446766,0.627341,0.760876,0.617825
1IRU_I_5CGF_K_3_2,0.41845299999999996,0.638941,0.803335,0.6762050000000001
