,Model,Target,identity(%),positive(%),coverage(%),identity(-misres)(%),positive(-misres)(%),coverage(-misres)(%),DOPE,SOAP,SBROD,ProQ2D,ProQRosCenD,ProQRosFAD,ProQ3D,P3CMQA,DeepAccNet,DeepAccNet-Bert
4376,1UTI_A_2L0A_A_1_1,1UTI_A,0.5087719298245614,0.7192982456140351,0.9473684210526316,0.5087719298245614,0.7192982456140351,0.9473684210526316,4906.56787109375,35840.63671875,1.2915927074200002,0.478493,0.710491,0.720186,0.7286279999999999,0.8566701412200928,0.568359375,0.72509765625
4377,1UTI_A_1YNZ_A_3_2,1UTI_A,0.3508771929824561,0.631578947368421,0.9649122807017544,0.3508771929824561,0.631578947368421,0.9649122807017544,5080.20849609375,42606.23828125,1.33587185055,0.391167,0.6454479999999999,0.943673,0.787504,0.8959338665008545,0.74462890625,0.7998046875
4378,1UTI_A_2KRN_A_1_2,1UTI_A,0.4035087719298245,0.631578947368421,0.9649122807017544,0.4035087719298245,0.631578947368421,0.9649122807017544,4833.04052734375,34628.6328125,1.28858036641,0.398454,0.583253,0.906324,0.7693810000000001,0.8992188572883606,0.61669921875,0.748046875
4379,1UTI_A_2A08_A_3_3,1UTI_A,0.42105263157894735,0.6140350877192983,0.9298245614035088,0.42105263157894735,0.6140350877192983,0.9298245614035088,4723.41552734375,42473.0234375,1.34029257904,0.498378,0.722571,0.9242389999999999,0.8282149999999999,0.8986400365829468,0.7392578125,0.76220703125
4380,1UTI_A_3JV3_A_1_2,1UTI_A,0.3684210526315789,0.5789473684210527,0.8421052631578947,0.3684210526315789,0.5789473684210527,0.8421052631578947,4311.2646484375,34488.21875,1.25277046338,0.318747,0.422863,0.887627,0.606578,0.8117387294769287,0.66357421875,0.69091796875
4381,1UTI_A_2ED0_A_3_5,1UTI_A,0.3333333333333333,0.5789473684210527,0.9824561403508772,0.3333333333333333,0.5789473684210527,0.9824561403508772,4605.759765625,35624.8671875,1.28620103089,0.3875909999999999,0.614095,0.937652,0.770464,0.8888880014419556,0.7021484375,0.7548828125
4382,1UTI_A_1X69_A_2_2,1UTI_A,0.3508771929824561,0.543859649122807,0.912280701754386,0.3508771929824561,0.543859649122807,0.912280701754386,4742.84375,30757.060546875,1.2781993574,0.3779929999999999,0.613526,0.8905790000000001,0.755942,0.8941361904144287,0.53125,0.6767578125
4383,1UTI_A_1WI7_A_3_1,1UTI_A,0.2807017543859649,0.543859649122807,0.9649122807017544,0.2807017543859649,0.543859649122807,0.9649122807017544,4734.609375,29204.79296875,1.3158402917,0.398671,0.658117,0.872275,0.742568,0.8804279565811157,0.56982421875,0.75048828125
4384,1UTI_A_2A08_A_3_4,1UTI_A,0.42105263157894735,0.6140350877192983,0.9298245614035088,0.42105263157894735,0.6140350877192983,0.9298245614035088,4564.52294921875,44410.015625,1.31800184728,0.369291,0.681615,0.911017,0.758668,0.8408558964729309,0.7314453125,0.74072265625
4385,1UTI_A_5VEI_A_2_1,1UTI_A,0.3508771929824561,0.5964912280701754,0.9298245614035088,0.3508771929824561,0.5964912280701754,0.9298245614035088,4996.04736328125,41978.875,1.33601355494,0.444687,0.611798,0.947125,0.807775,0.9042773246765136,0.80517578125,0.80029296875
4386,1UTI_A_1UJY_A_2_2,1UTI_A,0.3157894736842105,0.5087719298245614,0.9298245614035088,0.3157894736842105,0.5087719298245614,0.9298245614035088,4351.02392578125,22223.361328125,1.25341732954,0.320173,0.6512939999999999,0.6871970000000001,0.614531,0.7740578055381775,0.45361328125,0.69091796875
4387,1UTI_A_2KRN_A_1_1,1UTI_A,0.4035087719298245,0.631578947368421,0.9649122807017544,0.4035087719298245,0.631578947368421,0.9649122807017544,5002.64990234375,33813.671875,1.31018857571,0.44871000000000005,0.6485449999999999,0.9173879999999999,0.7774310000000001,0.8657525181770325,0.63427734375,0.73583984375
4388,1UTI_A_1UJY_A_2_5,1UTI_A,0.3157894736842105,0.5087719298245614,0.9298245614035088,0.3157894736842105,0.5087719298245614,0.9298245614035088,4199.14892578125,19482.443359375,1.2778013859100001,0.362462,0.655547,0.709074,0.608666,0.7981781363487244,0.443603515625,0.68115234375
4389,1UTI_A_2XMF_A_1_3,1UTI_A,0.3859649122807017,0.5964912280701754,0.9298245614035088,0.3859649122807017,0.5964912280701754,0.9298245614035088,5020.77734375,44662.26953125,1.30918300056,0.44678900000000005,0.700562,0.946184,0.815295,0.9016338586807252,0.8095703125,0.806640625
4390,1UTI_A_1UJY_A_2_4,1UTI_A,0.3157894736842105,0.5087719298245614,0.9298245614035088,0.3157894736842105,0.5087719298245614,0.9298245614035088,4398.025390625,21671.873046875,1.2671542513,0.342677,0.656193,0.6630590000000001,0.6426350000000001,0.7901478409767151,0.480224609375,0.6904296875
4391,1UTI_A_2DIL_A_3_1,1UTI_A,0.3157894736842105,0.5263157894736842,0.9824561403508772,0.3157894736842105,0.5263157894736842,0.9824561403508772,4444.81396484375,22039.42578125,1.23316502616,0.386194,0.66785,0.891439,0.734236,0.82622891664505,0.58984375,0.736328125
4392,1UTI_A_1X2K_A_2_5,1UTI_A,0.4035087719298245,0.5614035087719298,0.9649122807017544,0.4035087719298245,0.5614035087719298,0.9649122807017544,4444.763671875,35146.375,1.2813113458,0.39776,0.621089,0.815034,0.682664,0.9283989071846008,0.650390625,0.74169921875
4393,1UTI_A_1X69_A_2_1,1UTI_A,0.3508771929824561,0.543859649122807,0.912280701754386,0.3508771929824561,0.543859649122807,0.912280701754386,4690.845703125,30530.71484375,1.25974387595,0.43937,0.67605,0.8854190000000001,0.790492,0.8732228875160217,0.52587890625,0.6875
4394,1UTI_A_1YNZ_A_3_1,1UTI_A,0.3508771929824561,0.631578947368421,0.9649122807017544,0.3508771929824561,0.631578947368421,0.9649122807017544,4929.70068359375,43728.0859375,1.34038828488,0.45828900000000006,0.657582,0.9438120000000001,0.833469,0.912054717540741,0.7822265625,0.8115234375
4395,1UTI_A_1OOT_A_3_3,1UTI_A,0.43859649122807015,0.6140350877192983,0.9473684210526316,0.43859649122807015,0.6140350877192983,0.9473684210526316,4700.76318359375,41337.91015625,1.3145174252,0.431471,0.702739,0.932633,0.816213,0.8846739530563354,0.79052734375,0.798828125
4396,1UTI_A_4OMQ_A_3_1,1UTI_A,0.3508771929824561,0.5614035087719298,0.9298245614035088,0.3508771929824561,0.5614035087719298,0.9298245614035088,3025.272216796875,14518.603515625,1.19749636937,0.237746,0.40605,0.678196,0.3316929999999999,0.0605029426515102,0.327392578125,0.422119140625
4397,1UTI_A_2DRK_A_2_1,1UTI_A,0.3859649122807017,0.5263157894736842,0.9298245614035088,0.3859649122807017,0.5263157894736842,0.9298245614035088,4789.57763671875,34785.80859375,1.3087938115100002,0.4120859999999999,0.685761,0.9003969999999999,0.767803,0.8899115920066833,0.7470703125,0.76708984375
4398,1UTI_A_5ECA_A_3_1,1UTI_A,0.3333333333333333,0.543859649122807,0.9298245614035088,0.3333333333333333,0.543859649122807,0.9298245614035088,4597.55078125,41842.1171875,1.29881879891,0.463606,0.6646810000000001,0.9292450000000001,0.771629,0.903337061405182,0.7783203125,0.78759765625
4399,1UTI_A_1UJ0_A_1_1,1UTI_A,0.5087719298245614,0.6842105263157895,0.9649122807017544,0.5087719298245614,0.6842105263157895,0.9649122807017544,4929.90283203125,47700.79296875,1.32738502035,0.42603900000000006,0.64787,0.9491280000000001,0.8173090000000001,0.9520836472511292,0.82763671875,0.822265625
4400,1UTI_A_1K76_A_1_1,1UTI_A,0.42105263157894735,0.7192982456140351,0.9649122807017544,0.42105263157894735,0.7192982456140351,0.9649122807017544,4842.43896484375,21645.40234375,1.30612216215,0.430605,0.6479010000000001,0.92104,0.805087,0.90581876039505,0.5537109375,0.75244140625
4401,1UTI_A_1X2K_A_2_2,1UTI_A,0.4035087719298245,0.5614035087719298,0.9649122807017544,0.4035087719298245,0.5614035087719298,0.9649122807017544,4578.49560546875,34035.6796875,1.29559720465,0.43307700000000005,0.620969,0.892127,0.734067,0.9228659272193908,0.65380859375,0.744140625
4402,1UTI_A_2XMF_A_1_5,1UTI_A,0.3859649122807017,0.5964912280701754,0.9298245614035088,0.3859649122807017,0.5964912280701754,0.9298245614035088,4867.29248046875,37614.78125,1.2890095773799999,0.394146,0.670981,0.936312,0.795056,0.8774154782295227,0.79541015625,0.80322265625
4403,1UTI_A_3UA6_A_2_3,1UTI_A,0.43859649122807015,0.5789473684210527,0.912280701754386,0.43859649122807015,0.5789473684210527,0.912280701754386,4393.3046875,28903.6953125,1.278293318,0.351461,0.605401,0.854462,0.712841,0.8569102883338928,0.6220703125,0.73583984375
4404,1UTI_A_1X2K_A_2_3,1UTI_A,0.4035087719298245,0.5614035087719298,0.9649122807017544,0.4035087719298245,0.5614035087719298,0.9649122807017544,4521.7802734375,27486.998046875,1.30829311992,0.424386,0.658241,0.914869,0.73828,0.9461643099784852,0.63818359375,0.74951171875
4405,1UTI_A_6EDF_A_3_1,1UTI_A,0.42105263157894735,0.5789473684210527,0.9298245614035088,0.42105263157894735,0.5789473684210527,0.9298245614035088,4634.6240234375,38649.69921875,1.3147274663600002,0.459233,0.6926640000000001,0.9272540000000001,0.763699,0.8680976629257202,0.71826171875,0.77197265625
4406,1UTI_A_2KNB_B_2_2,1UTI_A,0.4035087719298245,0.6140350877192983,0.9649122807017544,0.4035087719298245,0.6140350877192983,0.9649122807017544,5100.83056640625,41065.2421875,1.3416267438299998,0.457058,0.651802,0.961936,0.8288700000000001,0.9090728163719176,0.822265625,0.81982421875
4407,1UTI_A_2DRK_A_2_5,1UTI_A,0.3859649122807017,0.5263157894736842,0.9298245614035088,0.3859649122807017,0.5263157894736842,0.9298245614035088,4780.31640625,38458.6484375,1.28714534844,0.442696,0.690465,0.925032,0.781436,0.8262585997581482,0.7080078125,0.72021484375
4408,1UTI_A_2L0A_A_1_3,1UTI_A,0.5087719298245614,0.7192982456140351,0.9473684210526316,0.5087719298245614,0.7192982456140351,0.9473684210526316,4770.79541015625,30619.4375,1.2861118975,0.412038,0.667604,0.8378049999999999,0.725436,0.8333441019058228,0.50732421875,0.689453125
4409,1UTI_A_6UY7_A_1_1,1UTI_A,0.43859649122807015,0.6140350877192983,0.8421052631578947,0.43859649122807015,0.5964912280701754,0.8245614035087719,4144.064453125,4843.59765625,1.20508796786,0.292245,0.320355,0.659618,0.422662,0.6936156153678894,0.537109375,0.6552734375
4410,1UTI_A_2DIL_A_3_3,1UTI_A,0.3157894736842105,0.5263157894736842,0.9824561403508772,0.3157894736842105,0.5263157894736842,0.9824561403508772,4619.275390625,28045.072265625,1.23554443286,0.444198,0.696439,0.880494,0.722938,0.8067103028297424,0.6123046875,0.73486328125
4411,1UTI_A_3JV3_A_1_3,1UTI_A,0.3684210526315789,0.5789473684210527,0.8421052631578947,0.3684210526315789,0.5789473684210527,0.8421052631578947,4383.5029296875,32982.8515625,1.29941062578,0.27693,0.4821939999999999,0.849734,0.5606220000000001,0.8326267004013062,0.57080078125,0.68896484375
4412,1UTI_A_1OOT_A_3_4,1UTI_A,0.43859649122807015,0.6140350877192983,0.9473684210526316,0.43859649122807015,0.6140350877192983,0.9473684210526316,4780.6298828125,44760.27734375,1.2955935269399999,0.4298979999999999,0.686212,0.931567,0.816691,0.8831748962402344,0.78662109375,0.7861328125
4413,1UTI_A_1GFC_A_1_3,1UTI_A,0.456140350877193,0.7017543859649122,0.9473684210526316,0.456140350877193,0.7017543859649122,0.9473684210526316,4739.02783203125,35214.17578125,1.3085732113700002,0.431303,0.650968,0.92095,0.788261,0.8706262111663818,0.63037109375,0.7509765625
4414,1UTI_A_2L0A_A_1_5,1UTI_A,0.5087719298245614,0.7192982456140351,0.9473684210526316,0.5087719298245614,0.7192982456140351,0.9473684210526316,4711.86328125,28385.46875,1.27929038813,0.476828,0.6805939999999999,0.840369,0.740448,0.8045701384544373,0.50634765625,0.68017578125
4415,1UTI_A_2ED0_A_3_2,1UTI_A,0.3333333333333333,0.5789473684210527,0.9824561403508772,0.3333333333333333,0.5789473684210527,0.9824561403508772,4861.23291015625,37869.40234375,1.2813786889899998,0.45928800000000003,0.628116,0.936053,0.808674,0.8806535601615906,0.6806640625,0.744140625
4416,1UTI_A_1UJY_A_2_3,1UTI_A,0.3157894736842105,0.5087719298245614,0.9298245614035088,0.3157894736842105,0.5087719298245614,0.9298245614035088,4237.880859375,19480.84375,1.25934093871,0.3416889999999999,0.619815,0.604703,0.5949180000000001,0.7446891665458679,0.4267578125,0.6708984375
4417,1UTI_A_1YNZ_A_3_3,1UTI_A,0.3508771929824561,0.631578947368421,0.9649122807017544,0.3508771929824561,0.631578947368421,0.9649122807017544,4978.65966796875,43334.93359375,1.3292792586700002,0.47192,0.659087,0.941692,0.795263,0.905818521976471,0.76025390625,0.796875
4418,1UTI_A_5XG9_A_2_4,1UTI_A,0.3157894736842105,0.5789473684210527,0.9473684210526316,0.3157894736842105,0.5789473684210527,0.9473684210526316,4685.7685546875,37190.14453125,1.28656020056,0.4109239999999999,0.632392,0.9353309999999999,0.7743909999999999,0.8776044249534607,0.73095703125,0.7861328125
4419,1UTI_A_1K76_A_1_4,1UTI_A,0.42105263157894735,0.7192982456140351,0.9649122807017544,0.42105263157894735,0.7192982456140351,0.9649122807017544,4903.185546875,30924.037109375,1.3218804124899999,0.462863,0.636209,0.920789,0.825159,0.9368693232536316,0.67578125,0.7578125
4420,1UTI_A_5VEI_A_2_5,1UTI_A,0.3508771929824561,0.5964912280701754,0.9298245614035088,0.3508771929824561,0.5964912280701754,0.9298245614035088,4890.43212890625,41110.89453125,1.31081813835,0.41766000000000003,0.544135,0.934391,0.762961,0.8947951793670654,0.8095703125,0.7861328125
4421,1UTI_A_2XMF_A_1_4,1UTI_A,0.3859649122807017,0.5964912280701754,0.9298245614035088,0.3859649122807017,0.5964912280701754,0.9298245614035088,4934.77685546875,40150.734375,1.27391102065,0.43177200000000004,0.711852,0.941398,0.805222,0.906560480594635,0.77783203125,0.796875
4422,1UTI_A_6UY7_A_1_3,1UTI_A,0.43859649122807015,0.6140350877192983,0.8421052631578947,0.43859649122807015,0.5964912280701754,0.8245614035087719,3987.24755859375,4965.8896484375,1.2035593797600002,0.33211,0.367444,0.649903,0.46506400000000003,0.6604006290435791,0.4921875,0.64501953125
4423,1UTI_A_1X69_A_2_5,1UTI_A,0.3508771929824561,0.543859649122807,0.912280701754386,0.3508771929824561,0.543859649122807,0.912280701754386,4675.58349609375,30098.86328125,1.25745121403,0.436334,0.678855,0.865088,0.749961,0.859208345413208,0.57666015625,0.67724609375
4424,1UTI_A_3JV3_A_1_1,1UTI_A,0.3684210526315789,0.5789473684210527,0.8421052631578947,0.3684210526315789,0.5789473684210527,0.8421052631578947,4486.4892578125,31060.990234375,1.2804083763299998,0.4258729999999999,0.55683,0.9265479999999999,0.7083430000000001,0.7912735342979431,0.70849609375,0.72900390625
4425,1UTI_A_3UA6_A_2_1,1UTI_A,0.43859649122807015,0.5789473684210527,0.912280701754386,0.43859649122807015,0.5789473684210527,0.912280701754386,4482.775390625,40208.765625,1.32552829029,0.408093,0.643672,0.933522,0.777184,0.8672758340835571,0.68603515625,0.76416015625
4426,1UTI_A_1UDL_A_1_2,1UTI_A,0.3859649122807017,0.5789473684210527,0.8421052631578947,0.3859649122807017,0.5789473684210527,0.8421052631578947,4490.8095703125,23834.146484375,1.2275777666399998,0.44741800000000004,0.6176159999999999,0.801585,0.636339,0.7267860174179077,0.56201171875,0.66943359375
4427,1UTI_A_2L0A_A_1_4,1UTI_A,0.5087719298245614,0.7192982456140351,0.9473684210526316,0.5087719298245614,0.7192982456140351,0.9473684210526316,4747.88525390625,31129.322265625,1.2913409925200001,0.478567,0.739312,0.802519,0.761625,0.8623342514038086,0.5537109375,0.716796875
4428,1UTI_A_3JV3_A_1_4,1UTI_A,0.3684210526315789,0.5789473684210527,0.8421052631578947,0.3684210526315789,0.5789473684210527,0.8421052631578947,4386.78173828125,33131.03515625,1.27499785669,0.347642,0.530071,0.882883,0.61975,0.835829496383667,0.67431640625,0.72900390625
4429,1UTI_A_3UA6_A_2_4,1UTI_A,0.43859649122807015,0.5789473684210527,0.912280701754386,0.43859649122807015,0.5789473684210527,0.912280701754386,4595.93310546875,37488.2890625,1.30931940798,0.43826800000000005,0.694127,0.931333,0.785674,0.884095311164856,0.74365234375,0.7939453125
4430,1UTI_A_2L0A_A_1_2,1UTI_A,0.5087719298245614,0.7192982456140351,0.9473684210526316,0.5087719298245614,0.7192982456140351,0.9473684210526316,4752.34033203125,30790.80859375,1.28387354979,0.465521,0.647252,0.886151,0.7565729999999999,0.8099121451377869,0.55615234375,0.68798828125
4431,1UTI_A_5ECA_A_3_3,1UTI_A,0.3333333333333333,0.543859649122807,0.9298245614035088,0.3333333333333333,0.543859649122807,0.9298245614035088,4676.44921875,39429.37890625,1.3062921710700002,0.401979,0.648282,0.922452,0.746664,0.8930571675300598,0.689453125,0.7783203125
4432,1UTI_A_2KRN_A_1_3,1UTI_A,0.4035087719298245,0.631578947368421,0.9649122807017544,0.4035087719298245,0.631578947368421,0.9649122807017544,4798.03173828125,36041.8515625,1.32221348764,0.4181649999999999,0.597902,0.894164,0.759038,0.9003283381462097,0.65478515625,0.73876953125
4433,1UTI_A_1X2K_A_2_4,1UTI_A,0.4035087719298245,0.5614035087719298,0.9649122807017544,0.4035087719298245,0.5614035087719298,0.9649122807017544,4482.24755859375,27601.03515625,1.28948196337,0.43337,0.685388,0.8315600000000001,0.742938,0.9355812668800354,0.564453125,0.7412109375
4434,1UTI_A_4OMQ_A_3_3,1UTI_A,0.3508771929824561,0.5614035087719298,0.9298245614035088,0.3508771929824561,0.5614035087719298,0.9298245614035088,2824.0927734375,14460.779296875,1.19382097838,0.225311,0.360526,0.702527,0.355711,0.0413265936076641,0.357421875,0.421875
4435,1UTI_A_6EDF_A_3_3,1UTI_A,0.42105263157894735,0.5789473684210527,0.9298245614035088,0.42105263157894735,0.5789473684210527,0.9298245614035088,4578.98681640625,32709.16796875,1.31185956995,0.433629,0.663339,0.949717,0.794465,0.8832396864891052,0.7177734375,0.7900390625
4436,1UTI_A_2YUN_A_2_3,1UTI_A,0.3859649122807017,0.5614035087719298,0.9649122807017544,0.3859649122807017,0.5614035087719298,0.9649122807017544,4692.03466796875,33444.203125,1.32101821672,0.38587,0.609627,0.8680959999999999,0.758389,0.9226281642913818,0.66064453125,0.77392578125
4437,1UTI_A_2AK5_A_2_1,1UTI_A,0.3508771929824561,0.5087719298245614,0.9298245614035088,0.3508771929824561,0.5087719298245614,0.9298245614035088,4890.16650390625,49316.80078125,1.32640820655,0.4204239999999999,0.638213,0.943946,0.804055,0.8829890489578247,0.81640625,0.81494140625
4438,1UTI_A_2KRN_A_1_4,1UTI_A,0.4035087719298245,0.631578947368421,0.9649122807017544,0.4035087719298245,0.631578947368421,0.9649122807017544,4940.2236328125,35355.90625,1.3101370079899999,0.444033,0.643889,0.893968,0.767175,0.9032687544822692,0.66015625,0.72802734375
4439,1UTI_A_2A08_A_3_5,1UTI_A,0.42105263157894735,0.6140350877192983,0.9298245614035088,0.42105263157894735,0.6140350877192983,0.9298245614035088,4754.201171875,43302.44921875,1.31373210014,0.4489649999999999,0.7075319999999999,0.912415,0.8188380000000001,0.8868636488914491,0.7041015625,0.76513671875
4440,1UTI_A_2ED0_A_3_4,1UTI_A,0.3333333333333333,0.5789473684210527,0.9824561403508772,0.3333333333333333,0.5789473684210527,0.9824561403508772,4837.3583984375,35333.77734375,1.2866098412,0.38968200000000003,0.55772,0.941775,0.8043,0.8941195011138916,0.71728515625,0.75634765625
4441,1UTI_A_1WI7_A_3_5,1UTI_A,0.2807017543859649,0.543859649122807,0.9649122807017544,0.2807017543859649,0.543859649122807,0.9649122807017544,4594.8994140625,30852.25390625,1.29316333527,0.374151,0.643323,0.925026,0.773139,0.889552116394043,0.56396484375,0.734375
4442,1UTI_A_3UA6_A_2_5,1UTI_A,0.43859649122807015,0.5789473684210527,0.912280701754386,0.43859649122807015,0.5789473684210527,0.912280701754386,4282.33984375,29358.51171875,1.2784377273899998,0.37561300000000003,0.5900770000000001,0.882267,0.719816,0.7615679502487183,0.69091796875,0.74755859375
4443,1UTI_A_1OOT_A_3_5,1UTI_A,0.43859649122807015,0.6140350877192983,0.9473684210526316,0.43859649122807015,0.6140350877192983,0.9473684210526316,4661.43115234375,38089.5859375,1.29151263636,0.474706,0.710071,0.931818,0.782274,0.8770424127578735,0.76220703125,0.7841796875
4444,1UTI_A_1X2Q_A_1_3,1UTI_A,0.5087719298245614,0.7192982456140351,0.9824561403508772,0.5087719298245614,0.7192982456140351,0.9824561403508772,4895.68994140625,31174.810546875,1.3253757021600001,0.48710600000000004,0.721626,0.896754,0.778551,0.9073604941368104,0.556640625,0.7509765625
4445,1UTI_A_4OMQ_A_3_2,1UTI_A,0.3508771929824561,0.5614035087719298,0.9298245614035088,0.3508771929824561,0.5614035087719298,0.9298245614035088,3054.138427734375,18257.416015625,1.19293070005,0.173604,0.3362989999999999,0.573217,0.275438,0.0588456131517887,0.389892578125,0.420166015625
4446,1UTI_A_1WI7_A_3_4,1UTI_A,0.2807017543859649,0.543859649122807,0.9649122807017544,0.2807017543859649,0.543859649122807,0.9649122807017544,4776.5341796875,27576.2734375,1.2822851685799999,0.375264,0.635845,0.926156,0.755721,0.8770745992660522,0.568359375,0.7373046875
4447,1UTI_A_2YUN_A_2_1,1UTI_A,0.3859649122807017,0.5614035087719298,0.9649122807017544,0.3859649122807017,0.5614035087719298,0.9649122807017544,4927.99755859375,35984.2265625,1.34106272886,0.4113739999999999,0.6622779999999999,0.9219290000000001,0.788393,0.9132682681083679,0.6923828125,0.77880859375
4448,1UTI_A_1X2Q_A_1_5,1UTI_A,0.5087719298245614,0.7192982456140351,0.9824561403508772,0.5087719298245614,0.7192982456140351,0.9824561403508772,4911.38232421875,34667.57421875,1.32798695338,0.454016,0.722342,0.9265479999999999,0.8268840000000001,0.9385287165641784,0.66015625,0.7666015625
4449,1UTI_A_2XMF_A_1_1,1UTI_A,0.3859649122807017,0.5964912280701754,0.9298245614035088,0.3859649122807017,0.5964912280701754,0.9298245614035088,4768.48681640625,36964.51171875,1.2751049106999999,0.46453,0.6498430000000001,0.9290700000000001,0.8223290000000001,0.8850226402282715,0.71337890625,0.7744140625
4450,1UTI_A_2ED0_A_3_1,1UTI_A,0.3333333333333333,0.5789473684210527,0.9824561403508772,0.3333333333333333,0.5789473684210527,0.9824561403508772,4656.47216796875,35938.33984375,1.2820778160200001,0.426671,0.6003930000000001,0.9402520000000001,0.805866,0.8997484445571899,0.67138671875,0.7412109375
4451,1UTI_A_1X2Q_A_1_1,1UTI_A,0.5087719298245614,0.7192982456140351,0.9824561403508772,0.5087719298245614,0.7192982456140351,0.9824561403508772,4827.8720703125,34144.671875,1.32194146006,0.4183989999999999,0.674855,0.914803,0.786153,0.9099271297454834,0.6162109375,0.7548828125
4452,1UTI_A_1X2Q_A_1_2,1UTI_A,0.5087719298245614,0.7192982456140351,0.9824561403508772,0.5087719298245614,0.7192982456140351,0.9824561403508772,4926.91259765625,34358.90625,1.31267646662,0.44553400000000004,0.691336,0.920164,0.7832720000000001,0.9022421836853028,0.63720703125,0.7578125
4453,1UTI_A_5ECA_A_3_4,1UTI_A,0.3333333333333333,0.543859649122807,0.9298245614035088,0.3333333333333333,0.543859649122807,0.9298245614035088,4528.79443359375,40766.6484375,1.27895867442,0.460056,0.629147,0.909451,0.761728,0.9134948849678041,0.70166015625,0.7666015625
4454,1UTI_A_2A08_A_3_2,1UTI_A,0.42105263157894735,0.6140350877192983,0.9298245614035088,0.42105263157894735,0.6140350877192983,0.9298245614035088,4652.966796875,41770.3671875,1.328191051,0.449388,0.694739,0.8969239999999999,0.763884,0.8507481813430786,0.7265625,0.7587890625
4455,1UTI_A_5XG9_A_2_3,1UTI_A,0.3157894736842105,0.5789473684210527,0.9473684210526316,0.3157894736842105,0.5789473684210527,0.9473684210526316,4805.73681640625,40925.609375,1.27513837463,0.436309,0.670556,0.940915,0.805921,0.9561181068420408,0.7490234375,0.79443359375
4456,1UTI_A_6EDF_A_3_4,1UTI_A,0.42105263157894735,0.5789473684210527,0.9298245614035088,0.42105263157894735,0.5789473684210527,0.9298245614035088,4531.3310546875,39429.23046875,1.2987330623,0.4115399999999999,0.60415,0.8952959999999999,0.6960029999999999,0.848588764667511,0.669921875,0.76025390625
4457,1UTI_A_2DRK_A_2_3,1UTI_A,0.3859649122807017,0.5263157894736842,0.9298245614035088,0.3859649122807017,0.5263157894736842,0.9298245614035088,4910.93212890625,41707.55078125,1.29984214941,0.447639,0.665925,0.926802,0.763858,0.8781362771987915,0.763671875,0.767578125
4458,1UTI_A_3UA6_A_2_2,1UTI_A,0.43859649122807015,0.5789473684210527,0.912280701754386,0.43859649122807015,0.5789473684210527,0.912280701754386,4495.65234375,35139.1015625,1.3097213560799998,0.420446,0.680454,0.9286200000000001,0.7925939999999999,0.8641458749771118,0.70166015625,0.7685546875
4459,1UTI_A_2DIL_A_3_2,1UTI_A,0.3157894736842105,0.5263157894736842,0.9824561403508772,0.3157894736842105,0.5263157894736842,0.9824561403508772,4572.2470703125,28658.041015625,1.24179130582,0.424572,0.690632,0.901537,0.741189,0.8467515110969543,0.6806640625,0.75439453125
4460,1UTI_A_1X2Q_A_1_4,1UTI_A,0.5087719298245614,0.7192982456140351,0.9824561403508772,0.5087719298245614,0.7192982456140351,0.9824561403508772,4842.7177734375,32742.658203125,1.3089288223200002,0.497788,0.7366010000000001,0.916106,0.830132,0.9061416387557985,0.62109375,0.7490234375
4461,1UTI_A_3JV3_A_1_5,1UTI_A,0.3684210526315789,0.5789473684210527,0.8421052631578947,0.3684210526315789,0.5789473684210527,0.8421052631578947,4119.42578125,29801.37890625,1.25483298015,0.386334,0.4489109999999999,0.8859290000000001,0.641521,0.7880805730819702,0.6162109375,0.703125
4462,1UTI_A_1K76_A_1_3,1UTI_A,0.42105263157894735,0.7192982456140351,0.9649122807017544,0.42105263157894735,0.7192982456140351,0.9649122807017544,4743.6640625,24249.50390625,1.3076202725900001,0.44033500000000003,0.673435,0.9076360000000001,0.791751,0.8985317945480347,0.53759765625,0.7333984375
4463,1UTI_A_5IXF_A_1_2,1UTI_A,0.4912280701754386,0.7192982456140351,0.9824561403508772,0.4912280701754386,0.7192982456140351,0.9824561403508772,4854.1591796875,33799.3828125,1.3083931474,0.48196700000000003,0.6577729999999999,0.897357,0.790927,0.8584538102149963,0.640625,0.71044921875
4464,1UTI_A_1X2Q_A_2_2,1UTI_A,0.5087719298245614,0.7017543859649122,0.9473684210526316,0.5087719298245614,0.7017543859649122,0.9473684210526316,4775.65966796875,34986.1484375,1.33781056154,0.4781579999999999,0.72426,0.916018,0.794901,0.8956832885742188,0.625,0.7509765625
4465,1UTI_A_5SXP_A_3_3,1UTI_A,0.3684210526315789,0.5263157894736842,0.9298245614035088,0.3684210526315789,0.5263157894736842,0.9298245614035088,4853.84619140625,41430.734375,1.2660761707400001,0.430019,0.663346,0.919692,0.820881,0.8818361163139343,0.74951171875,0.791015625
4466,1UTI_A_2DF6_A_3_3,1UTI_A,0.3508771929824561,0.5087719298245614,0.9298245614035088,0.3508771929824561,0.5087719298245614,0.9298245614035088,4661.68115234375,40869.36328125,1.32991606778,0.422732,0.684886,0.948213,0.8344790000000001,0.8646207451820374,0.75732421875,0.78955078125
4467,1UTI_A_2AK5_A_3_3,1UTI_A,0.3508771929824561,0.5087719298245614,0.9298245614035088,0.3508771929824561,0.5087719298245614,0.9298245614035088,4971.74755859375,48779.09765625,1.32646627406,0.4495229999999999,0.629233,0.948995,0.8389409999999999,0.8783582448959351,0.82666015625,0.82080078125
