,Model,Target,identity(%),positive(%),coverage(%),identity(-misres)(%),positive(-misres)(%),coverage(-misres)(%),DOPE,SOAP,SBROD,ProQ2D,ProQRosCenD,ProQRosFAD,ProQ3D,P3CMQA,DeepAccNet,DeepAccNet-Bert
4149,2W8T_A_5TXR_A_3_3,2W8T_A,0.2529274004683841,0.4355971896955504,0.8992974238875878,0.2529274004683841,0.4355971896955504,0.8992974238875878,43146.29296875,144673.859375,1.6836432155599999,0.539597,0.667502,0.780512,0.682928,0.8113845586776733,0.470947265625,0.49853515625
4150,2W8T_A_7K0I_B_3_4,2W8T_A,0.2857142857142857,0.4543325526932085,0.9555035128805619,0.2857142857142857,0.4543325526932085,0.9555035128805619,42296.5546875,128580.3359375,1.66660908972,0.5125930000000001,0.661883,0.739588,0.648173,0.7772335410118103,0.421630859375,0.49072265625
4151,2W8T_A_7K0I_B_3_1,2W8T_A,0.2857142857142857,0.4543325526932085,0.9555035128805619,0.2857142857142857,0.4543325526932085,0.9555035128805619,42937.51171875,135502.078125,1.6154014474399998,0.5359109999999999,0.654269,0.7650100000000001,0.674795,0.7770503163337708,0.438720703125,0.485595703125
4152,2W8T_A_3A2B_A_2_1,2W8T_A,0.3231850117096019,0.5175644028103045,0.8969555035128806,0.32084309133489464,0.5152224824355972,0.8922716627634659,44381.56640625,165729.453125,1.7203901602200002,0.564884,0.722065,0.8070149999999999,0.726117,0.8599562048912048,0.50390625,0.53076171875
4153,2W8T_A_3A2B_A_3_3,2W8T_A,0.3231850117096019,0.5175644028103045,0.9133489461358314,0.3185011709601874,0.5128805620608899,0.9016393442622952,44781.64453125,166151.046875,1.7428375820400002,0.550392,0.691032,0.818984,0.6959,0.8663914799690247,0.53759765625,0.56201171875
4154,2W8T_A_3A2B_A_2_5,2W8T_A,0.3231850117096019,0.5175644028103045,0.8969555035128806,0.32084309133489464,0.5152224824355972,0.8922716627634659,44487.2734375,165265.640625,1.7500051995700001,0.53703,0.7224550000000001,0.817825,0.724106,0.8634597659111023,0.50390625,0.53173828125
4155,2W8T_A_5TXR_A_3_2,2W8T_A,0.2529274004683841,0.4355971896955504,0.8992974238875878,0.2529274004683841,0.4355971896955504,0.8992974238875878,43485.84765625,141887.625,1.69571311745,0.5375810000000001,0.65988,0.7861130000000001,0.6687420000000001,0.8095383644104004,0.468017578125,0.5068359375
4156,2W8T_A_3TQX_A_2_4,2W8T_A,0.2903981264637002,0.47775175644028095,0.9250585480093676,0.2903981264637002,0.47775175644028095,0.9250585480093676,43302.0234375,146905.890625,1.68883535182,0.561906,0.702274,0.791924,0.692399,0.845458984375,0.45263671875,0.51318359375
4157,2W8T_A_5QQQ_A_3_5,2W8T_A,0.27634660421545665,0.4426229508196721,0.8454332552693209,0.2716627634660422,0.4332552693208431,0.8313817330210773,42392.03125,148291.890625,1.72762109173,0.476775,0.611332,0.76158,0.565403,0.7939468026161194,0.4697265625,0.51611328125
4158,2W8T_A_5QQQ_A_3_2,2W8T_A,0.27634660421545665,0.4426229508196721,0.8454332552693209,0.2716627634660422,0.4332552693208431,0.8313817330210773,42140.94140625,157995.109375,1.7235145742400002,0.47748100000000004,0.645213,0.752865,0.569448,0.7954018115997314,0.47802734375,0.5048828125
4159,2W8T_A_2BWN_A_2_2,2W8T_A,0.3091334894613583,0.4519906323185012,0.8852459016393442,0.3091334894613583,0.4519906323185012,0.8852459016393442,43131.703125,151129.171875,1.71432911704,0.5139199999999999,0.65177,0.78074,0.6904170000000001,0.7831100225448608,0.496337890625,0.52001953125
4160,2W8T_A_3A2B_A_3_4,2W8T_A,0.3231850117096019,0.5175644028103045,0.9133489461358314,0.3185011709601874,0.5128805620608899,0.9016393442622952,44878.66796875,163204.125,1.7497606102400003,0.5506939999999999,0.721221,0.819492,0.71504,0.8745393157005309,0.54052734375,0.55712890625
4161,2W8T_A_5JAY_A_2_4,2W8T_A,0.2716627634660422,0.4426229508196721,0.8829039812646371,0.2599531615925059,0.42857142857142855,0.8758782201405152,42616.41015625,150833.671875,1.6981994592299998,0.478245,0.611532,0.733662,0.626012,0.7007732987403871,0.455322265625,0.48583984375
4162,2W8T_A_3TQX_A_3_3,2W8T_A,0.2903981264637002,0.47775175644028095,0.9250585480093676,0.2903981264637002,0.47775175644028095,0.9250585480093676,43261.78515625,143087.4375,1.6898993705,0.536972,0.689705,0.781478,0.676137,0.85005122423172,0.443359375,0.5302734375
4163,2W8T_A_4IW7_A_3_2,2W8T_A,0.22482435597189696,0.3723653395784544,0.8266978922716628,0.21311475409836064,0.35362997658079626,0.8220140515222483,40823.828125,136381.4375,1.66122547163,0.4336029999999999,0.5941810000000001,0.676455,0.500772,0.7104525566101074,0.42236328125,0.462646484375
4164,2W8T_A_5TXT_B_2_3,2W8T_A,0.24824355971896955,0.4309133489461358,0.8852459016393442,0.24121779859484774,0.4192037470725996,0.8829039812646371,42169.1484375,133044.59375,1.66614408438,0.485732,0.629722,0.76405,0.641487,0.7500484585762024,0.462158203125,0.50146484375
4165,2W8T_A_5TXT_B_3_3,2W8T_A,0.2505854800936768,0.4332552693208431,0.8992974238875878,0.24355971896955506,0.4215456674473068,0.8992974238875878,42621.58203125,130515.4453125,1.66392091152,0.514015,0.6571899999999999,0.7711399999999999,0.656034,0.7663828134536743,0.4501953125,0.496826171875
4166,2W8T_A_6M4N_B_3_4,2W8T_A,0.2857142857142857,0.4543325526932085,0.9555035128805619,0.2857142857142857,0.4543325526932085,0.9555035128805619,40793.28125,114780.75,1.63080835502,0.491566,0.603874,0.7241609999999999,0.634425,0.7705259919166565,0.387939453125,0.472900390625
4167,2W8T_A_7K0I_B_2_1,2W8T_A,0.2786885245901639,0.4355971896955504,0.8477751756440282,0.2786885245901639,0.4355971896955504,0.8477751756440282,41667.7265625,150020.625,1.6832812877599999,0.500729,0.615899,0.752406,0.580134,0.7693348526954651,0.455810546875,0.484619140625
4168,2W8T_A_2BWN_A_3_2,2W8T_A,0.3114754098360656,0.4519906323185012,0.9063231850117096,0.3114754098360656,0.4519906323185012,0.8969555035128806,42808.23828125,152317.078125,1.67323323319,0.48166400000000004,0.642392,0.7614890000000001,0.668499,0.7778104543685913,0.50634765625,0.515625
4169,2W8T_A_6M4N_B_2_4,2W8T_A,0.2786885245901639,0.4355971896955504,0.8477751756440282,0.2786885245901639,0.4355971896955504,0.8477751756440282,40323.3046875,131245.71875,1.6473903716,0.4772399999999999,0.6064579999999999,0.707915,0.5322319999999999,0.7575088739395142,0.385986328125,0.450927734375
4170,2W8T_A_7K0I_B_2_5,2W8T_A,0.2786885245901639,0.4355971896955504,0.8477751756440282,0.2786885245901639,0.4355971896955504,0.8477751756440282,41920.60546875,155065.8125,1.64781772651,0.499882,0.613624,0.737058,0.5717300000000001,0.7811649441719055,0.452392578125,0.477783203125
4171,2W8T_A_4IW7_A_3_3,2W8T_A,0.22482435597189696,0.3723653395784544,0.8266978922716628,0.21311475409836064,0.35362997658079626,0.8220140515222483,40598.77734375,135205.171875,1.67239684211,0.45274,0.620492,0.704855,0.543601,0.7321717143058777,0.451904296875,0.459716796875
4172,2W8T_A_5TXR_A_3_1,2W8T_A,0.2529274004683841,0.4355971896955504,0.8992974238875878,0.2529274004683841,0.4355971896955504,0.8992974238875878,42757.00390625,136072.0625,1.67868179216,0.55103,0.6756260000000001,0.790141,0.66943,0.8129814267158508,0.449462890625,0.499267578125
4173,2W8T_A_5TXT_B_2_5,2W8T_A,0.24824355971896955,0.4309133489461358,0.8852459016393442,0.24121779859484774,0.4192037470725996,0.8829039812646371,42294.17578125,134601.125,1.67929480383,0.499882,0.6472479999999999,0.7510720000000001,0.64446,0.750095784664154,0.44091796875,0.489501953125
4174,2W8T_A_3TQX_A_2_2,2W8T_A,0.2903981264637002,0.47775175644028095,0.9250585480093676,0.2903981264637002,0.47775175644028095,0.9250585480093676,42617.45703125,138035.609375,1.6983513184799999,0.549728,0.7116020000000001,0.782458,0.671605,0.8422797322273254,0.444580078125,0.513671875
4175,2W8T_A_5TXT_B_2_2,2W8T_A,0.24824355971896955,0.4309133489461358,0.8852459016393442,0.24121779859484774,0.4192037470725996,0.8829039812646371,42956.62109375,141065.703125,1.67796573708,0.488629,0.619901,0.741005,0.636157,0.7544763088226318,0.46630859375,0.494384765625
4176,2W8T_A_6M4N_B_2_3,2W8T_A,0.2786885245901639,0.4355971896955504,0.8477751756440282,0.2786885245901639,0.4355971896955504,0.8477751756440282,40183.484375,130541.859375,1.64619748477,0.483343,0.621197,0.7048840000000001,0.547135,0.7603612542152405,0.37939453125,0.453369140625
4177,2W8T_A_3TQX_A_2_3,2W8T_A,0.2903981264637002,0.47775175644028095,0.9250585480093676,0.2903981264637002,0.47775175644028095,0.9250585480093676,43205.67578125,147368.375,1.6915334007299998,0.551299,0.695371,0.779153,0.681921,0.8431271314620972,0.462158203125,0.51611328125
4178,2W8T_A_1FC4_A_2_5,2W8T_A,0.3114754098360656,0.4637002341920375,0.8946135831381733,0.3114754098360656,0.4637002341920375,0.8946135831381733,43676.8046875,152117.5625,1.7208210029,0.539523,0.663701,0.772842,0.672327,0.8188676834106445,0.50732421875,0.53759765625
4179,2W8T_A_6M4N_B_3_1,2W8T_A,0.2857142857142857,0.4543325526932085,0.9555035128805619,0.2857142857142857,0.4543325526932085,0.9555035128805619,40708.46484375,117258.09375,1.63156073137,0.5090100000000001,0.593546,0.702383,0.611414,0.7592669725418091,0.388916015625,0.467041015625
4180,2W8T_A_5JAY_A_2_2,2W8T_A,0.2716627634660422,0.4426229508196721,0.8829039812646371,0.2599531615925059,0.42857142857142855,0.8758782201405152,41914.8125,130239.1328125,1.71373554098,0.485392,0.6270439999999999,0.7212609999999999,0.6098520000000001,0.7037879824638367,0.428955078125,0.464599609375
4181,2W8T_A_3TQX_A_3_2,2W8T_A,0.2903981264637002,0.47775175644028095,0.9250585480093676,0.2903981264637002,0.47775175644028095,0.9250585480093676,43551.43359375,148294.5,1.69898175216,0.564408,0.709072,0.781837,0.6854520000000001,0.8536095619201659,0.46337890625,0.5166015625
4182,2W8T_A_1FC4_A_2_3,2W8T_A,0.3114754098360656,0.4637002341920375,0.8946135831381733,0.3114754098360656,0.4637002341920375,0.8946135831381733,43519.609375,166860.734375,1.7182389459599998,0.51952,0.6588689999999999,0.773624,0.656488,0.8120613694190979,0.478515625,0.53369140625
4183,2W8T_A_2VMV_A_3_2,2W8T_A,0.1756440281030445,0.3185011709601874,0.8782201405152225,0.1756440281030445,0.3185011709601874,0.8782201405152225,38358.73828125,116457.90625,1.52251630439,0.340739,0.423638,0.525506,0.421897,0.3759967088699341,0.314697265625,0.3505859375
4184,2W8T_A_2VMV_A_3_5,2W8T_A,0.1756440281030445,0.3185011709601874,0.8782201405152225,0.1756440281030445,0.3185011709601874,0.8782201405152225,38337.84765625,100639.5859375,1.5577660805000002,0.331069,0.412458,0.54764,0.4267869999999999,0.370247483253479,0.28759765625,0.33642578125
4185,2W8T_A_3A2B_A_3_2,2W8T_A,0.3231850117096019,0.5175644028103045,0.9133489461358314,0.3185011709601874,0.5128805620608899,0.9016393442622952,44653.7109375,167739.921875,1.7544612427000001,0.55129,0.705264,0.815218,0.710024,0.871232807636261,0.501953125,0.544921875
4186,2WSD_A_6VOX_A_2_2,2WSD_A,0.1949317738791423,0.35282651072124754,0.9376218323586744,0.1949317738791423,0.3508771929824561,0.9376218323586744,42986.48046875,127017.1171875,1.67279656635,0.36204400000000003,0.536355,0.542642,0.46160200000000007,0.4208214282989502,0.278076171875,0.32177734375
4187,2WSD_A_6WCN_A_2_4,2WSD_A,0.2378167641325536,0.3703703703703704,0.9668615984405458,0.2378167641325536,0.3703703703703704,0.9668615984405458,45722.31640625,104311.8046875,1.77379881292,0.44855200000000006,0.596174,0.659014,0.584641,0.5006241202354431,0.36767578125,0.394775390625
4188,2WSD_A_6XIZ_A_1_4,2WSD_A,0.290448343079922,0.4366471734892787,0.9785575048732944,0.290448343079922,0.4366471734892787,0.9785575048732944,48397.27734375,100367.8515625,1.91137525658,0.511509,0.635795,0.711155,0.624296,0.6814115047454834,0.42529296875,0.498046875
4189,2WSD_A_6IM8_A_1_5,2WSD_A,0.25925925925925924,0.4191033138401559,0.9805068226120858,0.253411306042885,0.4015594541910331,0.9785575048732944,45800.33203125,133431.71875,1.7265895410099998,0.36070100000000005,0.513888,0.5627850000000001,0.514832,0.4791622757911682,0.34765625,0.406494140625
4190,2WSD_A_2XYB_A_2_4,2WSD_A,0.1851851851851852,0.3235867446393762,0.9239766081871345,0.1851851851851852,0.3235867446393762,0.9239766081871345,42041.94921875,-61830.3828125,1.65212132076,0.288519,0.442942,0.39871,0.366019,0.2459772080183029,0.216796875,0.29345703125
4191,2WSD_A_3X1B_A_3_4,2WSD_A,0.15984405458089668,0.3138401559454191,0.935672514619883,0.15984405458089668,0.3138401559454191,0.935672514619883,44455.83203125,109632.7421875,1.70968176803,0.309877,0.513884,0.531447,0.408425,0.2902476787567139,0.290771484375,0.311279296875
4192,2WSD_A_3AW5_A_1_3,2WSD_A,0.2378167641325536,0.35477582846003897,0.783625730994152,0.2378167641325536,0.35477582846003897,0.783625730994152,41110.140625,80330.25,1.70604309853,0.332552,0.538485,0.540099,0.4379369999999999,0.4141849875450134,0.3076171875,0.354248046875
4193,2WSD_A_3AW5_A_1_5,2WSD_A,0.2378167641325536,0.35477582846003897,0.783625730994152,0.2378167641325536,0.35477582846003897,0.783625730994152,41384.73828125,91597.015625,1.70437382958,0.323108,0.4983899999999999,0.451378,0.367867,0.3962099850177765,0.30419921875,0.351806640625
4194,2WSD_A_1KYA_A_3_1,2WSD_A,0.14035087719298245,0.29239766081871343,0.9376218323586744,0.14035087719298245,0.29239766081871343,0.9376218323586744,42454.0859375,28920.892578125,1.6150352575100002,0.278012,0.4547739999999999,0.430605,0.3471079999999999,0.2398917526006698,0.23974609375,0.29248046875
4195,2WSD_A_1KYA_A_3_3,2WSD_A,0.14035087719298245,0.29239766081871343,0.9376218323586744,0.14035087719298245,0.29239766081871343,0.9376218323586744,43438.359375,89634.09375,1.64537165778,0.282683,0.4651939999999999,0.4499329999999999,0.379884,0.2386463731527328,0.2666015625,0.292724609375
4196,2WSD_A_2HZH_A_3_5,2WSD_A,0.1442495126705653,0.2670565302144249,0.9317738791423,0.1442495126705653,0.2670565302144249,0.9317738791423,43197.515625,85785.3671875,1.6344406277399999,0.306773,0.489939,0.47615100000000005,0.39781500000000003,0.2731552720069885,0.258544921875,0.283447265625
4197,2WSD_A_2HRG_A_3_1,2WSD_A,0.14619883040935672,0.2962962962962963,0.935672514619883,0.14619883040935672,0.2962962962962963,0.935672514619883,44340.13671875,124087.2421875,1.66624870504,0.3077789999999999,0.459556,0.48443,0.38616100000000003,0.2584719061851501,0.292236328125,0.311767578125
4198,2WSD_A_3X1B_A_3_2,2WSD_A,0.15984405458089668,0.3138401559454191,0.935672514619883,0.15984405458089668,0.3138401559454191,0.935672514619883,45388.8125,110442.09375,1.70078756306,0.310571,0.497609,0.4992569999999999,0.385335,0.2840641736984253,0.29248046875,0.316650390625
4199,2WSD_A_6VOW_A_2_2,2WSD_A,0.2046783625730994,0.3489278752436647,0.9395711500974658,0.202729044834308,0.34502923976608185,0.9395711500974658,43643.64453125,-38437.1875,1.7309772560599999,0.425505,0.563076,0.6067600000000001,0.562099,0.4524775147438049,0.312255859375,0.36474609375
4200,2WSD_A_5NQ8_A_3_1,2WSD_A,0.1539961013645224,0.3060428849902534,0.9376218323586744,0.1539961013645224,0.3060428849902534,0.9376218323586744,44010.2578125,128522.8515625,1.7025083883399998,0.3119159999999999,0.49730100000000005,0.540447,0.397442,0.2885858714580536,0.271484375,0.31640625
4201,2WSD_A_3ZX1_A_1_1,2WSD_A,0.24366471734892786,0.4093567251461988,0.9551656920077972,0.24366471734892786,0.4093567251461988,0.9551656920077972,46252.81640625,61232.328125,1.71316212292,0.41916400000000004,0.5609430000000001,0.601509,0.504538,0.4583869278430938,0.3564453125,0.374755859375
4202,2WSD_A_2XYB_A_2_5,2WSD_A,0.1851851851851852,0.3235867446393762,0.9239766081871345,0.1851851851851852,0.3235867446393762,0.9239766081871345,40253.36328125,-146945.078125,1.6245682500799998,0.304435,0.43871000000000004,0.429725,0.3831489999999999,0.2339198887348175,0.2120361328125,0.287841796875
4203,2WSD_A_2HRG_A_3_2,2WSD_A,0.14619883040935672,0.2962962962962963,0.935672514619883,0.14619883040935672,0.2962962962962963,0.935672514619883,44436.6796875,144856.3125,1.7155352763299998,0.3391409999999999,0.519319,0.548895,0.42595200000000005,0.2628579139709473,0.2734375,0.298095703125
4204,2WSD_A_5NQ7_A_3_3,2WSD_A,0.15789473684210525,0.3021442495126705,0.9376218323586744,0.15789473684210525,0.3021442495126705,0.9376218323586744,44167.23828125,71906.0625,1.7121672775499999,0.3061,0.517425,0.506858,0.39343,0.2951919436454773,0.30029296875,0.33447265625
4205,2WSD_A_6VOX_A_2_4,2WSD_A,0.1949317738791423,0.35282651072124754,0.9376218323586744,0.1949317738791423,0.3508771929824561,0.9376218323586744,42719.375,117013.1015625,1.7145270525999998,0.378481,0.534722,0.53708,0.46512,0.4481808543205261,0.2607421875,0.331787109375
4206,2WSD_A_2YXV_A_1_4,2WSD_A,0.2573099415204678,0.4015594541910331,0.9629629629629628,0.2573099415204678,0.4015594541910331,0.9629629629629628,47850.734375,50065.25390625,1.73578001279,0.472587,0.610599,0.6536890000000001,0.6223989999999999,0.5274205803871155,0.3408203125,0.421142578125
4207,2WSD_A_6XIZ_A_1_1,2WSD_A,0.290448343079922,0.4366471734892787,0.9785575048732944,0.290448343079922,0.4366471734892787,0.9785575048732944,50235.25390625,168560.28125,1.94320859185,0.544242,0.643548,0.760868,0.641951,0.6541239023208618,0.45166015625,0.501953125
4208,2WSD_A_6SYY_A_1_2,2WSD_A,0.27680311890838205,0.3723196881091618,0.783625730994152,0.27680311890838205,0.3723196881091618,0.783625730994152,43264.69921875,207364.421875,1.71600948693,0.353244,0.570342,0.5620430000000001,0.466426,0.4927504360675812,0.390625,0.42236328125
4209,2WSD_A_6EVG_A_1_4,2WSD_A,0.23586744639376214,0.3820662768031189,0.8849902534113059,0.2222222222222222,0.3567251461988304,0.8849902534113059,41807.4765625,99601.0234375,1.64270251323,0.283346,0.4484359999999999,0.4484869999999999,0.401264,0.3434682190418243,0.287353515625,0.33056640625
4210,2WSD_A_3GYR_A_1_5,2WSD_A,0.3703703703703704,0.5380116959064327,0.9922027290448344,0.3703703703703704,0.5380116959064327,0.9922027290448344,52178.80859375,277496.78125,1.9569231634,0.604725,0.690172,0.83115,0.715526,0.7535040974617004,0.5029296875,0.56005859375
4211,2WSD_A_2XLL_A_1_2,2WSD_A,0.33528265107212474,0.4853801169590643,0.9824561403508772,0.33528265107212474,0.4853801169590643,0.9824561403508772,49401.94921875,154209.875,1.8709695273700002,0.458567,0.588438,0.679883,0.6180260000000001,0.7053897380828857,0.439697265625,0.486328125
4212,2WSD_A_2HZH_A_3_3,2WSD_A,0.1442495126705653,0.2670565302144249,0.9317738791423,0.1442495126705653,0.2670565302144249,0.9317738791423,42623.43359375,112245.7734375,1.629243259,0.292641,0.4511989999999999,0.437068,0.377294,0.2585280239582062,0.25830078125,0.28955078125
4213,2WSD_A_6WCN_A_2_1,2WSD_A,0.2378167641325536,0.3703703703703704,0.9668615984405458,0.2378167641325536,0.3703703703703704,0.9668615984405458,46340.69140625,58319.1875,1.7741985660799997,0.4615869999999999,0.591776,0.663301,0.6158819999999999,0.5006974339485168,0.373779296875,0.39404296875
4214,2WSD_A_6XJ0_A_1_2,2WSD_A,0.2846003898635477,0.4152046783625731,0.9824561403508772,0.2846003898635477,0.4152046783625731,0.9824561403508772,49392.46875,148179.0,1.93250762382,0.4915239999999999,0.62403,0.695102,0.615704,0.6846243143081665,0.429443359375,0.49267578125
4215,2WSD_A_3X1B_A_3_3,2WSD_A,0.15984405458089668,0.3138401559454191,0.935672514619883,0.15984405458089668,0.3138401559454191,0.935672514619883,45135.3515625,170905.375,1.6975057397600002,0.33373600000000003,0.5338109999999999,0.574579,0.433212,0.2877413630485535,0.302001953125,0.335205078125
4216,2WSD_A_3T6V_A_3_3,2WSD_A,0.16764132553606234,0.2884990253411306,0.9376218323586744,0.16764132553606234,0.2884990253411306,0.9376218323586744,44673.86328125,60168.3515625,1.69148074964,0.3191,0.5177229999999999,0.480522,0.395839,0.2866761982440948,0.261474609375,0.3046875
4217,2WSD_A_6WCN_A_2_5,2WSD_A,0.2378167641325536,0.3703703703703704,0.9668615984405458,0.2378167641325536,0.3703703703703704,0.9668615984405458,45832.14453125,30314.00390625,1.7570773677400002,0.4222439999999999,0.566538,0.627261,0.578354,0.4930973947048187,0.361083984375,0.388671875
4218,2WSD_A_6WCN_A_2_3,2WSD_A,0.2378167641325536,0.3703703703703704,0.9668615984405458,0.2378167641325536,0.3703703703703704,0.9668615984405458,46706.78125,137626.03125,1.7818954588900002,0.425422,0.575303,0.636179,0.567521,0.4989215135574341,0.37548828125,0.396240234375
4219,2WSD_A_3AW5_A_1_4,2WSD_A,0.2378167641325536,0.35477582846003897,0.783625730994152,0.2378167641325536,0.35477582846003897,0.783625730994152,40104.59765625,71058.546875,1.7165179076700001,0.30048400000000003,0.503052,0.495725,0.41708500000000004,0.4043497145175934,0.276611328125,0.34130859375
4220,2WSD_A_2YXV_A_1_1,2WSD_A,0.2573099415204678,0.4015594541910331,0.9629629629629628,0.2573099415204678,0.4015594541910331,0.9629629629629628,48291.06640625,59431.87109375,1.76162092366,0.469563,0.5895239999999999,0.644479,0.601913,0.5240878462791443,0.347412109375,0.427490234375
4221,2WSD_A_5NQ8_A_3_4,2WSD_A,0.1539961013645224,0.3060428849902534,0.9376218323586744,0.1539961013645224,0.3060428849902534,0.9376218323586744,45263.23828125,99768.625,1.7366488537400002,0.307408,0.5170239999999999,0.525807,0.41893100000000005,0.2904242873191833,0.289794921875,0.320068359375
4222,2WSD_A_5NQ8_A_3_5,2WSD_A,0.1539961013645224,0.3060428849902534,0.9376218323586744,0.1539961013645224,0.3060428849902534,0.9376218323586744,45328.23828125,115144.828125,1.72867672363,0.301534,0.475268,0.545298,0.391727,0.2961421906948089,0.292724609375,0.323486328125
4223,2WSD_A_5NQ7_A_3_5,2WSD_A,0.15789473684210525,0.3021442495126705,0.9376218323586744,0.15789473684210525,0.3021442495126705,0.9376218323586744,44647.96875,118001.984375,1.7189762079900002,0.317276,0.520546,0.519943,0.40639200000000003,0.2835928201675415,0.29296875,0.330078125
4224,2WSD_A_3GYR_A_1_2,2WSD_A,0.3703703703703704,0.5380116959064327,0.9922027290448344,0.3703703703703704,0.5380116959064327,0.9922027290448344,51756.43359375,272409.1875,1.93954104574,0.579573,0.672203,0.8190529999999999,0.721279,0.7541474103927612,0.5009765625,0.54296875
4225,2WSD_A_6WCN_A_2_2,2WSD_A,0.2378167641325536,0.3703703703703704,0.9668615984405458,0.2378167641325536,0.3703703703703704,0.9668615984405458,45592.4296875,75856.375,1.77679715285,0.399412,0.543773,0.5698850000000001,0.547484,0.4865644574165344,0.3681640625,0.41064453125
4226,2WSD_A_5LDU_A_3_3,2WSD_A,0.14814814814814814,0.304093567251462,0.9376218323586744,0.14814814814814814,0.304093567251462,0.9376218323586744,43078.59765625,58991.26953125,1.6218198258,0.298678,0.4364369999999999,0.44455,0.35703,0.2301855534315109,0.264892578125,0.295166015625
4227,2WSD_A_2QT6_A_3_1,2WSD_A,0.15594541910331386,0.290448343079922,0.9376218323586744,0.15594541910331386,0.290448343079922,0.9376218323586744,44977.8359375,140666.234375,1.7349758379400002,0.325233,0.54775,0.549163,0.412601,0.2950741052627563,0.297607421875,0.323974609375
4228,2WSD_A_6SYY_A_1_3,2WSD_A,0.27680311890838205,0.3723196881091618,0.783625730994152,0.27680311890838205,0.3723196881091618,0.783625730994152,43293.5546875,217219.859375,1.8159877178200001,0.368848,0.5740149999999999,0.58897,0.47861400000000004,0.5035367012023926,0.38671875,0.430908203125
4229,2WSD_A_2XLL_A_1_5,2WSD_A,0.33528265107212474,0.4853801169590643,0.9824561403508772,0.33528265107212474,0.4853801169590643,0.9824561403508772,50511.46484375,180659.03125,1.8376027729599997,0.49818500000000004,0.6135149999999999,0.7686529999999999,0.671426,0.7028385400772095,0.435546875,0.50341796875
4230,2WSD_A_2HRG_A_3_3,2WSD_A,0.14619883040935672,0.2962962962962963,0.935672514619883,0.14619883040935672,0.2962962962962963,0.935672514619883,44241.5546875,160629.171875,1.70411506636,0.32571500000000003,0.524148,0.507271,0.41555,0.2588601410388946,0.279296875,0.302001953125
4231,2WSD_A_5NQ8_A_3_3,2WSD_A,0.1539961013645224,0.3060428849902534,0.9376218323586744,0.1539961013645224,0.3060428849902534,0.9376218323586744,44504.46484375,100405.2890625,1.69426174879,0.32263000000000003,0.523946,0.541995,0.41830600000000007,0.2991034090518951,0.3017578125,0.3330078125
4232,2WSD_A_3AW5_A_1_2,2WSD_A,0.2378167641325536,0.35477582846003897,0.783625730994152,0.2378167641325536,0.35477582846003897,0.783625730994152,40555.5546875,60899.87890625,1.6866983091799999,0.296383,0.492979,0.49620600000000004,0.397665,0.3989061713218689,0.264404296875,0.32861328125
4233,2WSD_A_4JHU_A_3_3,2WSD_A,0.1364522417153996,0.290448343079922,0.9376218323586744,0.1364522417153996,0.290448343079922,0.9376218323586744,43306.25,60121.60546875,1.61321691384,0.337264,0.496612,0.4764319999999999,0.403386,0.2728793323040008,0.256591796875,0.290283203125
4234,2WSD_A_6SYY_A_1_1,2WSD_A,0.27680311890838205,0.3723196881091618,0.783625730994152,0.27680311890838205,0.3723196881091618,0.783625730994152,42289.51953125,193363.578125,1.7671338449599998,0.34521,0.573896,0.563247,0.464634,0.4837278723716736,0.358154296875,0.4189453125
4235,2WSD_A_3T6V_A_3_2,2WSD_A,0.16764132553606234,0.2884990253411306,0.9376218323586744,0.16764132553606234,0.2884990253411306,0.9376218323586744,44702.2109375,84161.421875,1.6991446441100002,0.345557,0.51653,0.547806,0.420792,0.2850537896156311,0.2880859375,0.3134765625
4236,2WSD_A_3GYR_A_1_3,2WSD_A,0.3703703703703704,0.5380116959064327,0.9922027290448344,0.3703703703703704,0.5380116959064327,0.9922027290448344,52244.14453125,275848.375,1.9750094351099998,0.58808,0.682053,0.7957420000000001,0.7012149999999999,0.7453187108039856,0.5,0.5498046875
4237,2WSD_A_6VOW_A_2_3,2WSD_A,0.2046783625730994,0.3489278752436647,0.9395711500974658,0.202729044834308,0.34502923976608185,0.9395711500974658,43588.51171875,-17797.271484375,1.77325735751,0.418285,0.573764,0.62892,0.5753729999999999,0.4763982594013214,0.297607421875,0.369140625
4238,2WSD_A_6VOW_A_2_4,2WSD_A,0.2046783625730994,0.3489278752436647,0.9395711500974658,0.202729044834308,0.34502923976608185,0.9395711500974658,43783.75390625,-21855.2109375,1.7697154125999999,0.41095,0.561986,0.590166,0.569024,0.4490049183368683,0.300048828125,0.3583984375
4239,2WSD_A_3ZX1_A_1_2,2WSD_A,0.24366471734892786,0.4093567251461988,0.9551656920077972,0.24366471734892786,0.4093567251461988,0.9551656920077972,47210.40234375,71356.9921875,1.7403822147599999,0.4081,0.541376,0.5990949999999999,0.480207,0.457573264837265,0.3505859375,0.359375
4240,2WSD_A_6XJ0_A_1_4,2WSD_A,0.2846003898635477,0.4152046783625731,0.9824561403508772,0.2846003898635477,0.4152046783625731,0.9824561403508772,48483.6640625,72162.3203125,1.86232461747,0.49403800000000003,0.603142,0.7125729999999999,0.619536,0.6827858686447144,0.393310546875,0.48046875
