,ProQ2D,ProQRosCenD,ProQRosFAD,ProQ3D
3KGW_A_6NDN_A_3_4,0.403762,0.513195,0.55133,0.49063900000000005
3KGW_A_1BT4_A_3_5,0.330675,0.47491000000000005,0.580658,0.44344300000000003
3KGW_A_3F0H_A_2_2,0.48354300000000006,0.633848,0.6658890000000001,0.589871
3KGW_A_3ISL_A_1_4,0.522519,0.691495,0.824134,0.710118
3KGW_A_1M32_A_2_5,0.507767,0.637103,0.74355,0.637891
3KGW_A_4KXK_A_1_1,0.66505,0.797922,0.9243629999999999,0.804983
3KGW_A_1VJO_A_1_4,0.6329899999999999,0.764551,0.892402,0.783033
3KGW_A_3ZRP_A_3_1,0.518447,0.650962,0.800556,0.679427
3KGW_A_1T3I_A_3_2,0.45607700000000007,0.570799,0.6897760000000001,0.5837
3KGW_A_1IUG_A_2_1,0.43274399999999996,0.600069,0.686076,0.601999
3KGW_A_4I8A_A_1_1,0.645705,0.7923520000000001,0.916475,0.797376
3KGW_A_5XT5_A_3_2,0.43413100000000004,0.537296,0.64412,0.547884
3KGW_A_4Q76_A_3_4,0.394176,0.527157,0.667257,0.544687
3KGW_A_5B87_A_3_1,0.463033,0.576365,0.642779,0.557342
3KGW_A_4W91_A_3_2,0.406542,0.516768,0.621875,0.502003
3KGW_A_3KE3_A_2_3,0.39605100000000004,0.520115,0.633988,0.526698
3KGW_A_3ZRP_A_3_5,0.541563,0.677716,0.80786,0.685629
3KGW_A_3NNK_A_1_2,0.635636,0.752272,0.88465,0.760887
3KGW_A_3F0H_A_2_3,0.483767,0.654641,0.708078,0.6122850000000001
3KGW_A_3ZRP_A_1_4,0.489684,0.6413260000000001,0.780898,0.6630510000000001
3KGW_A_3NNK_A_1_3,0.627119,0.756972,0.8703690000000001,0.755321
3KGW_A_2CH1_A_2_5,0.63666,0.777267,0.903272,0.780307
3KGW_A_1M32_A_2_4,0.523798,0.660122,0.756838,0.64117
3KGW_A_2CH1_A_1_1,0.648954,0.782172,0.9037940000000001,0.786795
3KGW_A_1VJO_A_2_3,0.6239279999999999,0.750845,0.890798,0.77132
3KGW_A_3FFR_A_2_1,0.457517,0.574488,0.691843,0.569775
3KGW_A_6MFB_A_2_1,0.6377649999999999,0.765794,0.8911129999999999,0.769861
3KGW_A_5B87_A_3_3,0.47829399999999994,0.6258100000000001,0.6371180000000001,0.574782
3KGW_A_6C9E_A_3_3,0.42979799999999996,0.561322,0.683653,0.587723
3KGW_A_2HUF_A_2_5,0.652416,0.784995,0.9115629999999999,0.801189
3KGW_A_5F9S_A_2_4,0.646915,0.7949970000000001,0.9125790000000001,0.798427
3KGW_A_1VJO_A_2_1,0.606735,0.741336,0.8843549999999999,0.7686430000000001
3KGW_A_6PK1_A_2_1,0.474681,0.652337,0.782995,0.660233
3KGW_A_4Q76_A_3_1,0.40507600000000005,0.549711,0.666054,0.550319
3KGW_A_7E7G_A_2_3,0.49664300000000006,0.633935,0.7531399999999999,0.6282840000000001
3KGW_A_4I8A_A_2_2,0.647767,0.794871,0.9086489999999999,0.799293
3KGW_A_1T3I_A_3_1,0.457813,0.586569,0.715258,0.5905819999999999
3KGW_A_3NNK_A_3_4,0.6273890000000001,0.748529,0.870033,0.747459
3KGW_A_3ISL_A_1_1,0.530938,0.688267,0.818426,0.717017
3KGW_A_6PK1_A_3_4,0.53952,0.702236,0.800186,0.701805
3KGW_A_1BT4_A_3_4,0.369464,0.502004,0.6180260000000001,0.49530799999999997
3KGW_A_6CZY_A_3_4,0.36035,0.400372,0.5628890000000001,0.47272600000000004
3KGW_A_3ISL_A_3_3,0.605727,0.726651,0.8742530000000001,0.750337
3KGW_A_6MFB_A_2_4,0.627164,0.774046,0.889392,0.771977
3KGW_A_6C9E_A_3_5,0.46445,0.5538930000000001,0.6991649999999999,0.6038789999999999
3KGW_A_6PK1_A_2_2,0.473866,0.6474850000000001,0.769796,0.6497109999999999
3KGW_A_2CH1_A_1_2,0.6450520000000001,0.805055,0.9088719999999999,0.800652
3KGW_A_2DR1_A_3_5,0.552692,0.684971,0.826276,0.722522
3KGW_A_2HUF_A_1_5,0.646509,0.7828510000000001,0.906962,0.791459
3KGW_A_2BKW_A_2_2,0.398061,0.517903,0.664079,0.5613239999999999
3KGW_A_3R9A_A_2_3,0.6402680000000001,0.8014819999999999,0.914019,0.7923
3KGW_A_4Q76_A_3_3,0.41527299999999995,0.527123,0.624618,0.520547
3KGW_A_2Z9U_A_3_4,0.573771,0.738222,0.8341959999999999,0.72485
3KGW_A_6NDN_A_3_3,0.388179,0.503826,0.642696,0.519021
3KGW_A_5XT5_A_3_3,0.43144399999999994,0.529532,0.673691,0.557805
3KGW_A_1BT4_A_3_2,0.375311,0.500096,0.631376,0.504516
3KGW_A_5B87_A_3_5,0.464962,0.574308,0.6886760000000001,0.571332
3KGW_A_4KYO_A_1_3,0.6576930000000001,0.793752,0.919967,0.7947850000000001
3KGW_A_4Q76_A_3_5,0.420202,0.544161,0.642307,0.534803
3KGW_A_1VJO_A_2_5,0.6138979999999999,0.747237,0.875799,0.754849
3KGW_A_4KXK_A_1_4,0.649089,0.792289,0.9231739999999999,0.803225
3KGW_A_2Z9U_A_2_4,0.554487,0.724504,0.830879,0.7132390000000001
3KGW_A_6PK1_A_3_2,0.528383,0.693196,0.787506,0.677131
3KGW_A_3NNK_A_3_2,0.633362,0.773521,0.878325,0.765119
3KGW_A_6WCI_A_3_2,0.47551099999999996,0.5745359999999999,0.639946,0.5200670000000001
3KGW_A_4I8A_A_2_1,0.645705,0.7923520000000001,0.916475,0.797376
3KGW_A_6NDN_A_3_2,0.409592,0.509271,0.636757,0.543195
3KGW_A_2Z9U_A_2_5,0.5633199999999999,0.728893,0.8306629999999999,0.721962
3KGW_A_1VJO_A_1_1,0.617034,0.760732,0.884019,0.7682979999999999
3KGW_A_3ISL_A_1_2,0.517342,0.644201,0.802063,0.683984
3KGW_A_3NNK_A_1_1,0.6269239999999999,0.749329,0.873448,0.742023
3KGW_A_4Q76_A_3_2,0.38866799999999996,0.528967,0.648422,0.534561
3KGW_A_2DR1_A_1_1,0.5404,0.695991,0.821412,0.715635
3KGW_A_6NDN_A_3_1,0.40979099999999996,0.5523600000000001,0.64148,0.5167510000000001
3KGW_A_3KE3_A_2_5,0.396854,0.521207,0.6491319999999999,0.522492
3KGW_A_2CH1_A_1_3,0.6504810000000001,0.7882819999999999,0.9102399999999999,0.788706
3KGW_A_2BKW_A_2_4,0.404567,0.5291060000000001,0.676445,0.5678
3KGW_A_7E7G_A_2_4,0.484786,0.627437,0.757803,0.616341
3KGW_A_6WCI_A_3_1,0.43701899999999994,0.5503279999999999,0.6655949999999999,0.555529
3KGW_A_7E7G_A_2_1,0.46639200000000003,0.652328,0.752151,0.6273890000000001
3KGW_A_6MFB_A_3_4,0.632456,0.766901,0.894653,0.772417
3KGW_A_6MFB_A_3_2,0.633927,0.782554,0.899904,0.7796029999999999
3KGW_A_4KXK_A_1_3,0.652184,0.789241,0.925233,0.800148
3KGW_A_1VJO_A_1_5,0.613288,0.746631,0.8756510000000001,0.754695
3KGW_A_6PK1_A_3_5,0.49742200000000003,0.645911,0.690839,0.607448
3KGW_A_4I8A_A_1_2,0.647767,0.794871,0.9086489999999999,0.799293
3KGW_A_3FFR_A_2_3,0.442254,0.581117,0.704187,0.5683729999999999
5FS8_A_6RUZ_A_2_2,0.20369400000000001,0.31302399999999997,0.35751,0.272221
5FS8_A_3IWA_A_2_5,0.288254,0.404305,0.44141899999999995,0.36949299999999996
5FS8_A_6KRT_A_1_3,0.22885500000000003,0.35531999999999997,0.45007700000000006,0.336648
5FS8_A_6RUZ_A_2_4,0.215795,0.334706,0.343933,0.273264
5FS8_A_2BC1_A_2_4,0.246592,0.37850100000000003,0.371014,0.33870500000000003
5FS8_A_7BQ6_A_1_4,0.199049,0.347623,0.39250300000000005,0.292369
5FS8_A_6RUZ_A_2_1,0.214968,0.310974,0.371269,0.275549
3GOH_A_2J8Z_A_3_4,0.464792,0.569077,0.722649,0.637774
3GOH_A_1HT0_A_3_2,0.503109,0.587897,0.700955,0.613376
3GOH_A_1HSO_A_3_3,0.492204,0.6138819999999999,0.698941,0.614716
3GOH_A_1HT0_A_3_5,0.466449,0.583001,0.656127,0.6026
3GOH_A_3TQH_A_1_3,0.391675,0.5211319999999999,0.613207,0.556465
3GOH_A_3MEQ_A_2_4,0.517534,0.625421,0.777768,0.671872
3GOH_A_1RJW_A_1_5,0.45452299999999995,0.594679,0.7134199999999999,0.608479
3GOH_A_3PII_A_2_5,0.481495,0.600703,0.7523029999999999,0.652496
3GOH_A_1RJW_A_2_1,0.466875,0.597069,0.7438140000000001,0.64565
3GOH_A_4IDA_A_1_2,0.253668,0.29751500000000003,0.556385,0.32802800000000004
3GOH_A_3TWO_A_3_1,0.5495720000000001,0.664622,0.829716,0.743991
3GOH_A_3UOG_A_1_3,0.289159,0.330348,0.509988,0.336891
3GOH_A_1HDY_A_3_1,0.445352,0.56512,0.706538,0.588286
3GOH_A_3TQH_A_2_4,0.46076999999999996,0.59258,0.7174050000000001,0.609804
3GOH_A_2EER_A_3_3,0.47851899999999997,0.604482,0.75693,0.657528
3GOH_A_1RJW_A_3_1,0.528684,0.6459550000000001,0.811714,0.6857979999999999
3GOH_A_3PII_A_3_1,0.539213,0.6393939999999999,0.790762,0.667891
3GOH_A_2VN8_A_2_5,0.46741400000000005,0.549195,0.732503,0.629883
3GOH_A_2EER_A_3_2,0.47708100000000003,0.612639,0.729884,0.648858
3GOH_A_1HDY_A_3_4,0.41679799999999995,0.481713,0.616183,0.538375
3GOH_A_4JBG_A_3_2,0.5068199999999999,0.6031989999999999,0.8105,0.695802
3GOH_A_1LLU_A_3_3,0.5149100000000001,0.636282,0.787623,0.675466
3GOH_A_3UOG_A_1_5,0.271636,0.30287600000000003,0.48968199999999995,0.313748
3GOH_A_1RJW_A_1_3,0.435197,0.564233,0.694883,0.589353
3GOH_A_3TQH_A_1_5,0.39168600000000003,0.494468,0.611966,0.537263
3GOH_A_1PL7_A_2_5,0.41711899999999996,0.554995,0.6833020000000001,0.564422
3GOH_A_6N7L_A_2_4,0.44901499999999994,0.57482,0.732738,0.64008
3GOH_A_3PII_A_1_2,0.456425,0.609801,0.676995,0.604234
3GOH_A_1LLU_A_2_3,0.513029,0.610266,0.752181,0.660092
3GOH_A_4A27_A_2_5,0.46021000000000006,0.607695,0.794896,0.6493979999999999
3GOH_A_3B6Z_A_1_3,0.267163,0.34383600000000003,0.5127079999999999,0.307798
3GOH_A_4Z6K_A_2_3,0.46423100000000006,0.610534,0.744395,0.64464
3GOH_A_3B6Z_A_1_2,0.281848,0.35194899999999996,0.499109,0.300609
3GOH_A_2EIH_A_2_5,0.482734,0.576767,0.732816,0.630373
3GOH_A_3PII_A_2_4,0.484825,0.627488,0.780241,0.669248
3GOH_A_1LLU_A_3_2,0.53696,0.63657,0.799992,0.691135
3GOH_A_6Z42_A_2_4,0.461899,0.578094,0.707294,0.598114
3GOH_A_2EIH_A_2_1,0.491041,0.591457,0.750027,0.639582
3GOH_A_3UOG_A_1_2,0.280671,0.35267,0.526722,0.337119
3GOH_A_4NFH_A_3_2,0.438486,0.520263,0.6845829999999999,0.574152
3GOH_A_3TWO_A_3_5,0.532728,0.651651,0.795579,0.726534
3GOH_A_1HDY_A_3_5,0.457121,0.5392640000000001,0.688394,0.554431
3GOH_A_3QE3_A_3_5,0.42677299999999996,0.584175,0.742255,0.605771
3GOH_A_3S1L_A_3_1,0.490727,0.597385,0.716951,0.615899
3GOH_A_6IQD_A_3_4,0.500213,0.610544,0.768303,0.651157
3GOH_A_3TWO_A_3_3,0.536613,0.652896,0.811944,0.714776
3GOH_A_6N7L_A_3_1,0.536512,0.624356,0.7744810000000001,0.6544439999999999
3GOH_A_1HSO_A_3_1,0.496953,0.593464,0.714073,0.614236
3GOH_A_2EIH_A_2_4,0.490354,0.5972270000000001,0.766652,0.643023
3GOH_A_1HDY_A_3_2,0.45500799999999997,0.5715060000000001,0.681652,0.59577
3GOH_A_1RJW_A_1_4,0.43144899999999997,0.569159,0.700245,0.574186
3GOH_A_3TQH_A_1_2,0.39616399999999996,0.513383,0.603264,0.5314180000000001
3GOH_A_6Z42_A_2_1,0.453721,0.526554,0.679744,0.5811529999999999
3GOH_A_4RVS_A_2_1,0.393411,0.474156,0.6554939999999999,0.494962
3GOH_A_4JBG_A_3_5,0.508616,0.627637,0.80995,0.71486
3GOH_A_6Z42_A_2_2,0.451507,0.5696100000000001,0.682639,0.6028979999999999
3GOH_A_3PII_A_1_5,0.44156899999999993,0.581762,0.709389,0.5978020000000001
3GOH_A_4A27_A_2_1,0.519634,0.612372,0.797408,0.656084
3GOH_A_6Z42_A_3_5,0.464925,0.60101,0.681996,0.596677
3GOH_A_3S1L_A_2_5,0.470706,0.566243,0.714124,0.612426
3GOH_A_3MEQ_A_2_2,0.508293,0.615858,0.770647,0.677818
3GOH_A_3PII_A_1_3,0.45915900000000004,0.61406,0.695689,0.596482
3GOH_A_1HSO_A_3_5,0.487987,0.574346,0.692303,0.599558
3GOH_A_6Z42_A_3_3,0.46285600000000005,0.5660569999999999,0.678408,0.571297
3GOH_A_4Z6K_A_3_1,0.44680299999999995,0.5913970000000001,0.703324,0.600801
3GOH_A_3PII_A_3_2,0.544199,0.642291,0.772534,0.6886680000000001
3GOH_A_1RJW_A_2_5,0.5004930000000001,0.6325930000000001,0.792504,0.6595270000000001
3GOH_A_6N7L_A_2_2,0.48752,0.585184,0.73845,0.6429199999999999
3GOH_A_3S1L_A_2_3,0.485666,0.5807479999999999,0.699005,0.6075109999999999
3GOH_A_1HT0_A_3_1,0.48131,0.583291,0.6719069999999999,0.620946
3GOH_A_3TQH_A_2_1,0.48481499999999994,0.6269020000000001,0.717169,0.644799
3GOH_A_1PL7_A_2_1,0.396958,0.523301,0.654792,0.546132
3GOH_A_1HSO_A_3_4,0.503285,0.5964689999999999,0.714845,0.632907
3GOH_A_6IQD_A_1_1,0.456873,0.560674,0.662738,0.563558
3GOH_A_3TWO_A_3_4,0.5335979999999999,0.634992,0.816783,0.721861
3GOH_A_3GQV_A_1_3,0.28430500000000003,0.34515999999999997,0.517027,0.317849
3GOH_A_1PL7_A_2_2,0.412243,0.52052,0.649384,0.522296
3GOH_A_4A27_A_2_2,0.46557200000000004,0.556704,0.734406,0.616272
3GOH_A_3GFB_A_3_5,0.41335600000000006,0.566369,0.718823,0.6096199999999999
3GOH_A_3GFB_A_3_1,0.443833,0.593349,0.758024,0.6272989999999999
3GOH_A_2J8Z_A_3_2,0.492726,0.591136,0.748236,0.653669
3GOH_A_4IDA_A_1_1,0.264871,0.301502,0.474525,0.32119200000000003
3GOH_A_4Z6K_A_2_5,0.551871,0.635482,0.750627,0.66756
3GOH_A_1LLU_A_2_2,0.494864,0.5843079999999999,0.724042,0.653259
3GOH_A_1LLU_A_2_1,0.472483,0.577797,0.751981,0.653133
3GOH_A_3TQH_A_1_4,0.430359,0.5452899999999999,0.645011,0.551428
3GOH_A_6N7L_A_2_3,0.44266400000000006,0.546702,0.743744,0.6521279999999999
3GOH_A_3S1L_A_2_4,0.485403,0.597052,0.72167,0.611168
3GOH_A_3MEQ_A_2_1,0.521097,0.624753,0.774432,0.679804
3GOH_A_6IQD_A_2_4,0.473124,0.607463,0.780691,0.641922
3GOH_A_6IQD_A_1_2,0.444643,0.538611,0.6703439999999999,0.595091
3GOH_A_6IQD_A_1_4,0.458967,0.5783729999999999,0.685852,0.596404
3GOH_A_1RJW_A_2_3,0.459512,0.598035,0.749255,0.617779
3GOH_A_6Z42_A_3_1,0.435216,0.561613,0.67793,0.594791
3GOH_A_3S1L_A_2_1,0.47363900000000003,0.54104,0.70243,0.613995
3GOH_A_2VN8_A_2_2,0.433697,0.563283,0.733312,0.61992
3GOH_A_6IQD_A_2_1,0.47913599999999995,0.594964,0.752077,0.6382800000000001
3GOH_A_4RVS_A_2_2,0.347139,0.433172,0.623209,0.48232700000000006
3GOH_A_1RJW_A_2_4,0.487796,0.611827,0.780728,0.649384
3GOH_A_3GFB_A_3_3,0.42303199999999996,0.547389,0.7306199999999999,0.623112
3GOH_A_3QE3_A_3_4,0.400884,0.565275,0.711612,0.57324
3GOH_A_3TQH_A_2_2,0.46948500000000004,0.602558,0.6270939999999999,0.601096
3GOH_A_2EIH_A_3_1,0.524367,0.607431,0.794087,0.673654
3GOH_A_6IQD_A_3_5,0.5457270000000001,0.652085,0.7977069999999999,0.6903630000000001
3GOH_A_3PII_A_3_4,0.550355,0.6439520000000001,0.807139,0.683606
3GOH_A_3QE3_A_3_2,0.412998,0.574995,0.733719,0.5899220000000001
3GOH_A_3TQH_A_1_1,0.395582,0.506876,0.59977,0.510496
3GOH_A_6IQD_A_3_1,0.5219020000000001,0.633045,0.816004,0.700681
3GOH_A_4JBG_A_3_4,0.5180100000000001,0.624113,0.7961630000000001,0.710102
3GOH_A_6Z42_A_2_5,0.480066,0.544379,0.643702,0.592245
3GOH_A_2VN8_A_2_1,0.451982,0.547497,0.721717,0.617818
3GOH_A_4RVS_A_2_3,0.349107,0.436526,0.6069180000000001,0.454463
3GOH_A_6IQD_A_1_3,0.470884,0.57519,0.699383,0.614005
3GOH_A_6N7L_A_2_5,0.503628,0.594387,0.735458,0.645269
3GOH_A_3PII_A_2_1,0.512077,0.633109,0.775569,0.679515
3GOH_A_3GFB_A_3_2,0.423476,0.545479,0.791309,0.656075
3GOH_A_2VN8_A_2_4,0.43692700000000007,0.524614,0.754817,0.619104
3GOH_A_1LLU_A_3_4,0.513181,0.6350899999999999,0.814809,0.696326
3GOH_A_1RJW_A_3_3,0.5282560000000001,0.6490819999999999,0.794871,0.671404
3GOH_A_4RVS_A_2_4,0.370367,0.44808400000000004,0.604324,0.459649
3GOH_A_4A27_A_2_4,0.478759,0.5710729999999999,0.7610020000000001,0.63621
3GOH_A_1LLU_A_2_5,0.490425,0.583376,0.74236,0.646814
3GOH_A_2EIH_A_2_2,0.498496,0.600589,0.772795,0.648076
3GOH_A_6N7L_A_3_2,0.48465699999999995,0.5960270000000001,0.741503,0.636827
3GOH_A_4NFH_A_3_4,0.46102299999999996,0.563081,0.677451,0.6052770000000001
3GOH_A_3S1L_A_2_2,0.49146599999999996,0.592646,0.739138,0.608757
3GOH_A_1LLU_A_3_1,0.500517,0.6358199999999999,0.82536,0.705929
3GOH_A_1HT0_A_3_4,0.45187200000000005,0.570431,0.613308,0.566654
3GOH_A_2EER_A_3_5,0.48158999999999996,0.620311,0.752235,0.675511
3GOH_A_1RJW_A_1_1,0.450295,0.548967,0.71925,0.608472
3GOH_A_6Z42_A_2_3,0.469179,0.604711,0.710712,0.591968
3GOH_A_3PII_A_3_3,0.54418,0.648381,0.814859,0.6801729999999999
3GOH_A_3PII_A_2_3,0.49487200000000003,0.609893,0.778572,0.669246
3GOH_A_4NFH_A_3_5,0.46300399999999997,0.545571,0.7069810000000001,0.576625
3GOH_A_4RVS_A_2_5,0.396019,0.431812,0.611214,0.477229
3GOH_A_1LLU_A_2_4,0.471678,0.576466,0.711069,0.61952
3GOH_A_3MEQ_A_3_5,0.470185,0.584939,0.751822,0.6477310000000001
3GOH_A_2EER_A_3_4,0.498846,0.617912,0.7256,0.642245
3GOH_A_2J8Z_A_3_5,0.468754,0.592071,0.720815,0.633347
3GOH_A_3UOG_A_1_4,0.272474,0.32645100000000005,0.518649,0.33235
3GOH_A_3PII_A_1_1,0.44792,0.566277,0.678784,0.591421
3GOH_A_2EIH_A_2_3,0.535301,0.637329,0.769271,0.664457
3GOH_A_2J8Z_A_3_3,0.47522700000000007,0.586488,0.7178100000000001,0.631892
3GOH_A_1RJW_A_1_2,0.414508,0.572497,0.711785,0.61548
3GOH_A_1HT0_A_3_3,0.48406000000000005,0.591888,0.716244,0.639092
3GOH_A_4A27_A_2_3,0.505456,0.5761310000000001,0.771211,0.638946
3GOH_A_2VN8_A_2_3,0.436224,0.536121,0.710184,0.615622
3GOH_A_4Z6K_A_2_2,0.45482399999999995,0.606506,0.731359,0.648559
3GOH_A_6IQD_A_3_3,0.522351,0.635659,0.817945,0.713279
3GOH_A_1RJW_A_2_2,0.476264,0.596317,0.7735890000000001,0.650946
2XXG_A_1KBV_A_1_5,0.49969399999999997,0.691876,0.8210350000000001,0.68309
2XXG_A_3G5W_A_2_1,0.37809299999999996,0.5662229999999999,0.660618,0.50603
2XXG_A_1KBV_A_1_3,0.49124399999999996,0.6930810000000001,0.8424450000000001,0.675335
2XXG_A_1RZP_A_2_3,0.658998,0.789132,0.9588260000000001,0.811842
2XXG_A_3GDC_A_2_4,0.284829,0.5160520000000001,0.640648,0.412817
2XXG_A_5ZL1_A_2_5,0.49395500000000003,0.647781,0.723549,0.6129359999999999
2XXG_A_4E9V_A_2_2,0.37144699999999997,0.546687,0.6353439999999999,0.482209
2XXG_A_4KNS_A_2_1,0.417199,0.6017819999999999,0.643858,0.5898329999999999
2XXG_A_5I6L_A_1_2,0.663506,0.777519,0.962665,0.809026
2XXG_A_6HBE_A_2_5,0.437662,0.6641130000000001,0.75352,0.57994
2XXG_A_2ZOO_A_2_3,0.5033340000000001,0.687816,0.8667459999999999,0.7145560000000001
2XXG_A_1ET5_A_3_3,0.665994,0.784713,0.962073,0.8131470000000001
2XXG_A_3X1E_A_2_3,0.439503,0.618793,0.786216,0.6267739999999999
2XXG_A_6HBE_A_2_1,0.462264,0.659702,0.7416550000000001,0.5773189999999999
2XXG_A_6VOW_A_3_4,0.33822199999999997,0.560921,0.604975,0.48240299999999997
2XXG_A_6THE_A_1_3,0.45696099999999995,0.552717,0.705685,0.602453
2XXG_A_6QPT_A_1_3,0.542098,0.705461,0.8619690000000001,0.680619
2XXG_A_4E9V_A_2_1,0.36794499999999997,0.581172,0.610016,0.467024
2XXG_A_1ET7_A_3_1,0.6578069999999999,0.789222,0.957606,0.807888
2XXG_A_2ZOO_A_2_2,0.53751,0.733747,0.8707889999999999,0.717216
2XXG_A_3G5W_A_2_3,0.387094,0.565394,0.6563829999999999,0.497113
2XXG_A_3G5W_A_2_2,0.361802,0.569014,0.639231,0.46433100000000005
2XXG_A_6THE_A_1_5,0.448709,0.567574,0.713488,0.6090939999999999
2XXG_A_5ZL1_A_2_3,0.475141,0.663509,0.725471,0.592086
2XXG_A_5ZL1_A_2_1,0.443359,0.6408590000000001,0.7028369999999999,0.586802
2XXG_A_5ZL1_A_2_2,0.49297299999999994,0.629811,0.699372,0.596052
2XXG_A_2ZOO_A_2_1,0.495166,0.6959569999999999,0.857192,0.704593
2XXG_A_6QPT_A_1_1,0.500402,0.697426,0.862366,0.679663
2XXG_A_3GDC_A_2_2,0.317788,0.477861,0.661085,0.442659
2XXG_A_3X1E_A_2_4,0.425871,0.617172,0.779767,0.599906
2XXG_A_4KNS_A_2_5,0.43295600000000006,0.6351100000000001,0.727156,0.6365890000000001
2XXG_A_4E9V_A_2_5,0.384974,0.5529649999999999,0.6215890000000001,0.490779
2XXG_A_6HBE_A_2_4,0.40325,0.627544,0.694785,0.527831
2XXG_A_1L9R_A_2_4,0.661884,0.782659,0.961375,0.816168
2XXG_A_1KBV_A_1_4,0.50366,0.693609,0.838458,0.664032
2XXG_A_3GDC_A_2_3,0.33034600000000003,0.557261,0.625925,0.43775200000000003
2XXG_A_6TFD_A_1_1,0.5345310000000001,0.681358,0.8370059999999999,0.661292
2XXG_A_4KNS_A_2_2,0.449079,0.650137,0.722477,0.63307
2XXG_A_3GDC_A_2_5,0.281564,0.489762,0.626366,0.43021000000000004
2XXG_A_2DV6_A_1_1,0.49940200000000007,0.6775,0.826023,0.66218
2XXG_A_5ZL1_A_2_4,0.495058,0.6612520000000001,0.686824,0.590816
2XXG_A_6TFD_A_1_3,0.542733,0.682331,0.8040149999999999,0.662303
2XXG_A_3X1E_A_2_1,0.44622,0.619873,0.785628,0.613711
2XXG_A_2AVF_A_1_5,0.627436,0.761254,0.927583,0.785459
2XXG_A_3G5W_A_2_5,0.395611,0.578229,0.652048,0.493954
2XXG_A_2XYB_A_3_4,0.384864,0.434963,0.570358,0.41893500000000006
2XXG_A_1L9O_A_3_4,0.654044,0.760925,0.964173,0.815901
2XXG_A_4E9V_A_2_3,0.344623,0.545296,0.616074,0.478591
2XXG_A_6VOW_A_3_2,0.279376,0.546248,0.621859,0.460531
2XXG_A_6TFD_A_1_5,0.518084,0.696908,0.807237,0.658959
2XXG_A_6QPT_A_1_2,0.518983,0.697495,0.860567,0.688429
2XXG_A_6VOW_A_3_1,0.297602,0.539833,0.602513,0.47623999999999994
2XXG_A_2AVF_A_1_1,0.646061,0.779651,0.9281659999999999,0.7948069999999999
2XXG_A_6TFD_A_1_2,0.506638,0.66628,0.822261,0.6593899999999999
2XXG_A_6HBE_A_2_2,0.464479,0.6713680000000001,0.7741779999999999,0.5932350000000001
2XXG_A_1KBV_A_1_2,0.513668,0.6959,0.824119,0.689655
2XXG_A_2DV6_A_1_2,0.531679,0.688423,0.828263,0.667746
2XXG_A_2DV6_A_1_3,0.51007,0.67845,0.843374,0.674992
2XXG_A_2AVF_A_1_4,0.616371,0.7599640000000001,0.9177620000000001,0.788432
2XXG_A_6THE_A_1_4,0.415336,0.49876400000000004,0.709318,0.576249
2XXG_A_4KNS_A_2_4,0.465078,0.640471,0.749179,0.6601199999999999
2XXG_A_2ZOO_A_2_5,0.543672,0.748478,0.878347,0.735438
2XXG_A_1L9O_A_3_3,0.664884,0.7860520000000001,0.961125,0.819285
2XXG_A_6GBY_A_1_5,0.656729,0.7855880000000001,0.956089,0.808118
2XXG_A_6THE_A_1_2,0.426231,0.537075,0.736715,0.5896899999999999
2XXG_A_1NIA_A_1_1,0.668479,0.778687,0.95719,0.806401
2XXG_A_3X1E_A_2_5,0.48161000000000004,0.624624,0.784155,0.636864
2XXG_A_4E9V_A_2_4,0.339213,0.550849,0.630127,0.465179
2XXG_A_2XYB_A_3_1,0.351787,0.43219799999999997,0.544209,0.41147399999999995
2XXG_A_6VOW_A_3_3,0.28947399999999995,0.517918,0.540999,0.444287
2XXG_A_3GDC_A_2_1,0.275895,0.5210020000000001,0.6181840000000001,0.42553900000000006
2XXG_A_2DV6_A_1_5,0.5106970000000001,0.663013,0.8300649999999999,0.6516
2XXG_A_2AVF_A_1_2,0.645047,0.7721439999999999,0.92981,0.785198
2XXG_A_1L9S_A_3_5,0.649822,0.774623,0.962859,0.815475
2XXG_A_6HBE_A_2_3,0.42471099999999995,0.652099,0.727644,0.5652
2XXG_A_3G5W_A_2_4,0.368645,0.5631619999999999,0.6003649999999999,0.47989
2XXG_A_4KNS_A_2_3,0.43336899999999995,0.625634,0.730152,0.6229859999999999
2XXG_A_6QPT_A_1_5,0.5054569999999999,0.693567,0.8531620000000001,0.6784220000000001
2XXG_A_2AVF_A_1_3,0.633115,0.7694270000000001,0.9318379999999999,0.7837430000000001
2XXG_A_2ZOO_A_2_4,0.507566,0.708831,0.871042,0.7193729999999999
2XXG_A_5I6K_A_1_4,0.675409,0.79291,0.963576,0.8156680000000001
2XXG_A_6TFD_A_1_4,0.5274369999999999,0.685477,0.8225899999999999,0.658454
2XXG_A_1KBV_A_1_1,0.540006,0.689187,0.843834,0.677817
2XXG_A_1L9O_A_3_1,0.6517,0.780622,0.954399,0.812543
2XXG_A_6QPT_A_1_4,0.487475,0.678193,0.772736,0.628339
2XXG_A_6THE_A_1_1,0.424492,0.524221,0.692596,0.5638270000000001
2XXG_A_2DV6_A_1_4,0.513184,0.677469,0.833931,0.652482
2XXG_A_6VOW_A_3_5,0.33425900000000003,0.569535,0.5998479999999999,0.47411800000000004
2XXG_A_3X1E_A_2_2,0.454999,0.61926,0.782989,0.619262
1HM9_B_4MND_A_3_2,0.203327,0.348319,0.377671,0.311864
